Cycle Iter Rwp chebyshev_bkg_bkg0__ chebyshev_bkg_bkg1__ chebyshev_bkg_bkg2__ chebyshev_bkg_bkg3__ chebyshev_bkg_bkg4__ chebyshev_bkg_bkg5__ DRX_33_scale DRX_33_a DRX_33_size_um DRX_33_size_eta DRX_33_strain DRX_33_strain_eta Li4MgWO6_SG12_scale Li4MgWO6_SG12_a Li4MgWO6_SG12_b Li4MgWO6_SG12_c Li4MgWO6_SG12_beta Li4MgWO6_SG12_size_um Li4MgWO6_SG12_size_eta Li4MgWO6_SG12_strain Li4MgWO6_SG12_strain_eta 
    0     12  7.326057e+00  6.657446e+01 -4.783382e+00 -5.812801e-01  2.201400e+00 -1.654620e+00  2.248137e+00  7.635051e-07  4.182644e+00  4.920363e+06  7.812500e-02  1.674102e+04  3.075761e-01  1.687883e-07  5.133136e+00  8.787840e+00  5.104564e+00  1.108213e+02  1.338142e+03  7.539062e-01  5.025647e+03  9.561904e-01 
