h,k,l,multiplicity,d_spacing,2theta,sigma_squared,gamma,F_obs_squared,F_calc_squared,phase,I_corr,Prfo,Trans,ExtP
1.00000000,9.00000000,-1.00000000,4.00000000,0.95086990,10.04551410,2.50610864,3.23027150,3813.92990357,3930.58325074,180.00000000,0.00728387,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,1.00000000,4.00000000,0.94898782,10.06548814,2.51139160,3.23562942,7548.91350354,8857.19074432,0.00000000,0.00725517,1.00000000,1.00000000,1.00000000
2.00000000,6.00000000,-4.00000000,4.00000000,0.95863795,9.96390650,2.48463317,3.20838257,5738.21701925,6843.69885817,0.00000000,0.00740294,1.00000000,1.00000000,1.00000000
1.00000000,3.00000000,-5.00000000,4.00000000,0.95450825,10.00712516,2.49598456,3.21997437,6009.27838165,6273.93471984,180.00000000,0.00733952,1.00000000,1.00000000,1.00000000
4.00000000,0.00000000,2.00000000,2.00000000,0.94433208,10.11524192,2.52459672,3.24897640,4214.36165464,6356.44813876,0.00000000,0.00359220,1.00000000,1.00000000,1.00000000
2.00000000,0.00000000,4.00000000,2.00000000,0.94161927,10.14446024,2.53238190,3.25681505,5160.37822555,5926.85483578,0.00000000,0.00357167,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,-4.00000000,4.00000000,0.95562959,9.99535287,2.49288770,3.21681681,5383.55282323,5799.78094872,-0.00000000,0.00735671,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,-3.00000000,4.00000000,0.93875771,10.17546449,2.54066753,3.26513325,7825.70408306,5755.15099410,180.00000000,0.00710015,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,-3.00000000,4.00000000,0.94545613,10.10318470,2.52139064,3.24574182,7342.50310781,11253.41432821,180.00000000,0.00720146,1.00000000,1.00000000,1.00000000
0.00000000,2.00000000,5.00000000,4.00000000,0.93341500,10.23386192,2.55634251,3.28080203,8600.70395736,5516.22283593,0.00000000,0.00701985,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,1.00000000,4.00000000,0.92688153,10.30619365,2.57588228,3.30021175,5051.61476294,4543.35345388,180.00000000,0.00692229,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,0.00000000,4.00000000,0.92862029,10.28684416,2.57064168,3.29501921,9862.44905051,9221.20423767,0.00000000,0.00694819,1.00000000,1.00000000,1.00000000
3.00000000,3.00000000,-5.00000000,4.00000000,0.94183137,10.14216978,2.53177080,3.25620055,9643.88630146,11416.69401914,180.00000000,0.00714655,1.00000000,1.00000000,1.00000000
1.00000000,7.00000000,3.00000000,4.00000000,0.92516877,10.32532518,2.58107355,3.30534597,5010.89445194,4420.07357172,180.00000000,0.00689682,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,1.00000000,4.00000000,0.92476465,10.32984952,2.58230263,3.30656016,11529.97347191,10216.59009968,180.00000000,0.00689082,1.00000000,1.00000000,1.00000000
4.00000000,2.00000000,2.00000000,4.00000000,0.92321799,10.34720224,2.58702164,3.31121720,9033.96477716,8331.08280854,0.00000000,0.00686788,1.00000000,1.00000000,1.00000000
0.00000000,6.00000000,4.00000000,4.00000000,0.92518504,10.32514310,2.58102410,3.30529710,10821.07513657,9544.14127747,-0.00000000,0.00689707,1.00000000,1.00000000,1.00000000
2.00000000,2.00000000,4.00000000,4.00000000,0.92068262,10.37577427,2.59480900,3.31888552,8457.36282574,8181.63215510,0.00000000,0.00683035,1.00000000,1.00000000,1.00000000
3.00000000,3.00000000,3.00000000,4.00000000,0.91829460,10.40283077,2.60220315,3.32614744,12115.22495269,12431.31526540,-180.00000000,0.00679510,1.00000000,1.00000000,1.00000000
2.00000000,4.00000000,-5.00000000,4.00000000,0.92849459,10.28824051,2.57101954,3.29539392,5284.95260436,4936.11325702,0.00000000,0.00694631,1.00000000,1.00000000,1.00000000
1.00000000,5.00000000,4.00000000,4.00000000,0.91456901,10.44532521,2.61385523,3.33755358,4474.08083526,5732.46937988,180.00000000,0.00674028,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,-3.00000000,4.00000000,0.92284092,10.35144159,2.58817572,3.31235495,10002.62082162,9327.43754403,0.00000000,0.00686229,1.00000000,1.00000000,1.00000000
4.00000000,0.00000000,-5.00000000,2.00000000,0.93033475,10.26783615,2.56550317,3.28991848,5665.85721093,5027.28293289,0.00000000,0.00348688,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,0.00000000,4.00000000,0.91320364,10.46098594,2.61816145,3.34175737,4729.55589206,6242.70555591,-180.00000000,0.00672025,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,-2.00000000,4.00000000,0.91065384,10.49035840,2.62625544,3.34964209,4336.47495231,5273.64851857,180.00000000,0.00668292,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,-4.00000000,4.00000000,0.92708402,10.30393649,2.57527045,3.29960602,6383.20787288,5771.87388057,-180.00000000,0.00692530,1.00000000,1.00000000,1.00000000
2.00000000,6.00000000,3.00000000,4.00000000,0.90366295,10.57174366,2.64880121,3.37149121,8518.53324879,7145.54792076,0.00000000,0.00658111,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,-3.00000000,4.00000000,0.90992528,10.49878141,2.62858072,3.35190323,6581.76023017,7638.04755216,-0.00000000,0.00667227,1.00000000,1.00000000,1.00000000
0.00000000,8.00000000,3.00000000,4.00000000,0.90366601,10.57170776,2.64879122,3.37148157,6383.52079810,5354.64743863,0.00000000,0.00658115,1.00000000,1.00000000,1.00000000
4.00000000,2.00000000,-5.00000000,4.00000000,0.91012590,10.49646063,2.62793985,3.35128021,4696.77609004,5524.56532318,0.00000000,0.00667521,1.00000000,1.00000000,1.00000000
1.00000000,7.00000000,-4.00000000,4.00000000,0.89317021,10.69629779,2.68364449,3.40493578,4138.64660137,4599.66705163,180.00000000,0.00642976,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-2.00000000,4.00000000,0.88898266,10.74683054,2.69789760,3.41850667,5455.73058513,6952.65936077,180.00000000,0.00636986,1.00000000,1.00000000,1.00000000
0.00000000,10.00000000,0.00000000,2.00000000,0.87808519,10.88060369,2.73595515,3.45443828,6305.95893336,6893.02283489,0.00000000,0.00310764,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,1.00000000,4.00000000,0.87789742,10.88293796,2.73662343,3.45506534,2746.68253961,2992.93691506,180.00000000,0.00621263,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,2.00000000,4.00000000,0.87529971,10.91533419,2.74591313,3.46376835,6669.00596107,6924.50478628,0.00000000,0.00617607,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-1.00000000,4.00000000,0.87971351,10.86040351,2.73017800,3.44901193,8302.48178932,9054.57562459,-180.00000000,0.00623825,1.00000000,1.00000000,1.00000000
1.00000000,1.00000000,5.00000000,4.00000000,0.87355185,10.93724083,2.75221065,3.46965370,2805.56913058,2945.56969528,180.00000000,0.00615154,1.00000000,1.00000000,1.00000000
0.00000000,4.00000000,5.00000000,4.00000000,0.87591551,10.90763705,2.74370344,3.46170053,3705.68278369,3878.82301617,0.00000000,0.00618473,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,-4.00000000,4.00000000,0.88832070,10.75486243,2.70016927,3.42066380,4322.30915060,5438.26102716,180.00000000,0.00636041,1.00000000,1.00000000,1.00000000
1.00000000,5.00000000,-5.00000000,4.00000000,0.87534105,10.91481714,2.74576465,3.46362945,9068.48591044,9419.66264169,180.00000000,0.00617665,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,2.00000000,4.00000000,0.86747278,11.01412284,2.77441251,3.49031038,4455.00890699,5427.61262803,0.00000000,0.00606658,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,2.00000000,4.00000000,0.86629647,11.02912475,2.77876298,3.49434144,5330.10689630,6437.36345967,180.00000000,0.00605021,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,1.00000000,4.00000000,0.86706911,11.01926632,2.77590342,3.49169243,4639.33687689,5623.47108476,0.00000000,0.00606096,1.00000000,1.00000000,1.00000000
2.00000000,4.00000000,4.00000000,4.00000000,0.86536849,11.04098857,2.78220765,3.49752936,4330.72898911,5266.17458832,0.00000000,0.00603731,1.00000000,1.00000000,1.00000000
0.00000000,10.00000000,1.00000000,4.00000000,0.86361211,11.06351325,2.78875795,3.50358215,3939.46684412,4946.78468210,-0.00000000,0.00601293,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-3.00000000,4.00000000,0.86834385,11.00303995,2.77120236,3.48733245,4409.64019054,5449.84600542,180.00000000,0.00607871,1.00000000,1.00000000,1.00000000
3.00000000,5.00000000,-5.00000000,4.00000000,0.86553311,11.03888210,2.78159576,3.49696333,4299.02935334,5217.29021511,180.00000000,0.00603959,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,-4.00000000,4.00000000,0.86175174,11.08747217,2.79574009,3.51002062,4235.16224774,5478.77717236,-180.00000000,0.00598716,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,2.00000000,4.00000000,0.84803996,11.26731852,2.84863683,3.55835982,6377.76196314,5117.43727239,-180.00000000,0.00579897,1.00000000,1.00000000,1.00000000
3.00000000,5.00000000,3.00000000,4.00000000,0.84715939,11.27906812,2.85212248,3.56151845,6436.40319497,5466.71942276,180.00000000,0.00578699,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-2.00000000,2.00000000,0.85937512,11.11823127,2.80472624,3.51828692,9438.56370466,11348.54668012,0.00000000,0.00297716,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,-4.00000000,4.00000000,0.85926098,11.11971279,2.80515970,3.51868508,8446.84512948,10062.64708596,-0.00000000,0.00595275,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,-1.00000000,4.00000000,0.84847888,11.26147110,2.84690349,3.55678789,8008.00602816,6269.70492981,180.00000000,0.00580495,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,-3.00000000,4.00000000,0.84716443,11.27900076,2.85210249,3.56150034,7522.13257716,6386.53624309,180.00000000,0.00578706,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,1.00000000,4.00000000,0.84477057,11.31106666,2.86163379,3.57012093,7462.53993056,7713.09032101,-180.00000000,0.00575454,1.00000000,1.00000000,1.00000000
2.00000000,0.00000000,-6.00000000,2.00000000,0.85395124,11.18907339,2.82551786,3.53732706,17454.72893060,11656.82733251,0.00000000,0.00293987,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,-5.00000000,4.00000000,0.85658493,11.15456184,2.81537237,3.52805112,4259.40424260,3645.08210103,-0.00000000,0.00591589,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,0.00000000,4.00000000,0.84315731,11.33277945,2.86810322,3.57595849,6306.74143654,7154.82238652,-180.00000000,0.00573269,1.00000000,1.00000000,1.00000000
1.00000000,3.00000000,5.00000000,4.00000000,0.84089647,11.36334900,2.87723276,3.58417762,7163.20459674,8146.63546310,180.00000000,0.00570212,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-3.00000000,2.00000000,0.85025533,11.23786650,2.83991563,3.55044258,6016.43207477,4304.87031165,0.00000000,0.00291459,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-1.00000000,2.00000000,0.84140128,11.35650894,2.87518784,3.58233851,8315.98534809,9535.62227032,0.00000000,0.00285447,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,-2.00000000,4.00000000,0.83754059,11.40903075,2.89092177,3.59646081,4277.09546073,4492.67096227,180.00000000,0.00565691,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-2.00000000,4.00000000,0.84337072,11.32990244,2.86724528,3.57518498,5052.74809444,5688.62017342,-0.00000000,0.00573557,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,0.00000000,4.00000000,0.83327500,11.46762954,2.90856261,3.61221877,4058.09660854,4977.80942700,-180.00000000,0.00559970,1.00000000,1.00000000,1.00000000
2.00000000,6.00000000,-5.00000000,4.00000000,0.83937428,11.38402429,2.88342146,3.58973678,7091.24791625,7788.68883780,0.00000000,0.00568159,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,-1.00000000,4.00000000,0.83334013,11.46673027,2.90829120,3.61197693,5686.95279507,6959.96943035,0.00000000,0.00560057,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,-1.00000000,4.00000000,0.83026730,11.50931183,2.92116635,3.62342874,2860.18630180,3307.71064036,-0.00000000,0.00555954,1.00000000,1.00000000,1.00000000
4.00000000,0.00000000,3.00000000,2.00000000,0.82557304,11.57497736,2.94111569,3.64109054,5756.29404638,6149.57876634,0.00000000,0.00274857,1.00000000,1.00000000,1.00000000
3.00000000,1.00000000,-6.00000000,4.00000000,0.84191893,11.34950361,2.87309479,3.58045500,4280.26058750,4931.50221409,-180.00000000,0.00571593,1.00000000,1.00000000,1.00000000
2.00000000,2.00000000,-6.00000000,4.00000000,0.83824247,11.39944596,2.88804499,3.59388350,4960.67209348,5285.84998033,0.00000000,0.00566635,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,-5.00000000,4.00000000,0.84524681,11.30467285,2.85973111,3.56840198,4116.31348928,4091.31805136,180.00000000,0.00576100,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,-2.00000000,4.00000000,0.83193834,11.48611628,2.91414687,3.61719045,8457.45482874,10475.81428441,0.00000000,0.00558183,1.00000000,1.00000000,1.00000000
1.00000000,1.00000000,-6.00000000,4.00000000,0.83207481,11.48422608,2.91357548,3.61668211,4453.96856965,5529.72827994,180.00000000,0.00558365,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,0.00000000,4.00000000,0.82474564,11.58662924,2.94466753,3.64422473,4108.99701701,4397.37433957,-0.00000000,0.00548618,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,-4.00000000,4.00000000,0.83008166,11.51189448,2.92194880,3.62412334,9324.47510423,10682.51548376,0.00000000,0.00555706,1.00000000,1.00000000,1.00000000
0.00000000,10.00000000,2.00000000,4.00000000,0.82414130,11.59515477,2.94726865,3.64651803,4031.15319887,4333.66581233,0.00000000,0.00547818,1.00000000,1.00000000,1.00000000
3.00000000,1.00000000,4.00000000,4.00000000,0.82090212,11.64106559,2.96130917,3.65886829,4546.82251647,5102.45896880,180.00000000,0.00543541,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-3.00000000,4.00000000,0.83474597,11.44735398,2.90244845,3.60676621,4540.27382118,5156.84466809,0.00000000,0.00561939,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-1.00000000,4.00000000,0.82636294,11.56387537,2.93773483,3.63810432,4423.56712271,4726.21613245,0.00000000,0.00550761,1.00000000,1.00000000,1.00000000
1.00000000,7.00000000,4.00000000,4.00000000,0.81464712,11.73076012,2.98890144,3.68299978,2546.67921686,3266.19211436,180.00000000,0.00535329,1.00000000,1.00000000,1.00000000
4.00000000,2.00000000,3.00000000,4.00000000,0.81135340,11.77854964,3.00369009,3.69585884,5353.75356577,5584.18707685,0.00000000,0.00531030,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-4.00000000,4.00000000,0.82345446,11.60485943,2.95023187,3.64912854,6358.37955442,6896.04868264,180.00000000,0.00546910,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,-2.00000000,4.00000000,0.81141782,11.77761123,3.00339911,3.69560632,3948.55999576,4145.20389545,-0.00000000,0.00531113,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,0.00000000,4.00000000,0.81036368,11.79298606,3.00816945,3.69974358,4496.18692716,4273.17271605,0.00000000,0.00529741,1.00000000,1.00000000,1.00000000
0.00000000,8.00000000,4.00000000,4.00000000,0.80807778,11.82646502,3.01857872,3.70875297,4704.71751254,4155.57272142,0.00000000,0.00526771,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-4.00000000,2.00000000,0.81646257,11.70458485,2.98082716,3.67595713,3972.15022036,4886.76165398,0.00000000,0.00268853,1.00000000,1.00000000,1.00000000
3.00000000,3.00000000,-6.00000000,4.00000000,0.81256855,11.76087336,2.99821301,3.69110242,4239.89688438,4963.42467211,180.00000000,0.00532614,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,-5.00000000,4.00000000,0.81555916,11.71759560,2.98483830,3.67945773,2987.96125475,3789.39264178,180.00000000,0.00536522,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,-3.00000000,4.00000000,0.80651447,11.84947083,3.02574898,3.71494431,6001.22684194,5874.94571390,0.00000000,0.00524745,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,-3.00000000,4.00000000,0.80328193,11.89732684,3.04070951,3.72782426,3408.22419167,4264.24346833,180.00000000,0.00520568,1.00000000,1.00000000,1.00000000
4.00000000,0.00000000,-6.00000000,2.00000000,0.81354351,11.74672933,2.99383641,3.68729660,3705.89240580,4627.06912315,0.00000000,0.00266943,1.00000000,1.00000000,1.00000000
0.00000000,6.00000000,5.00000000,4.00000000,0.79992689,11.94740751,3.05643083,3.74130425,3856.07723783,4729.31782942,0.00000000,0.00516251,1.00000000,1.00000000,1.00000000
1.00000000,3.00000000,-6.00000000,4.00000000,0.80370788,11.89099862,3.03872771,3.72612101,7165.07159617,8827.84728423,180.00000000,0.00521118,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,0.00000000,2.00000000,0.80098614,11.93155060,3.05144580,3.73703597,4996.25658314,6277.23951476,0.00000000,0.00258806,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,1.00000000,4.00000000,0.79623693,12.00297766,3.07395365,3.75626340,4230.81430046,4473.95423076,0.00000000,0.00511523,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,1.00000000,4.00000000,0.79580325,12.00954291,3.07602929,3.75803083,3141.04243998,3273.73125729,180.00000000,0.00510969,1.00000000,1.00000000,1.00000000
3.00000000,3.00000000,4.00000000,4.00000000,0.79362582,12.04261449,3.08650255,3.76693440,7243.68080946,7588.40255654,180.00000000,0.00508190,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,3.00000000,4.00000000,0.79471843,12.02599675,3.08123632,3.76246048,3036.26362025,3114.27585412,180.00000000,0.00509583,1.00000000,1.00000000,1.00000000
2.00000000,0.00000000,5.00000000,2.00000000,0.79412965,12.03494595,3.08407144,3.76486981,4552.53869074,4700.96814405,0.00000000,0.00254416,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,3.00000000,4.00000000,0.79361866,12.04272355,3.08653714,3.76696376,5830.07228775,6109.12539448,0.00000000,0.00508181,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,2.00000000,4.00000000,0.79348093,12.04482162,3.08720255,3.76752862,4047.60007577,4263.37790163,0.00000000,0.00508006,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,2.00000000,4.00000000,0.79371782,12.04121346,3.08605827,3.76655720,3152.33399952,3291.90677384,180.00000000,0.00508308,1.00000000,1.00000000,1.00000000
2.00000000,6.00000000,4.00000000,4.00000000,0.79186953,12.06942302,3.09501381,3.77415225,3489.30411826,3977.95263120,-0.00000000,0.00505955,1.00000000,1.00000000,1.00000000
0.00000000,0.00000000,6.00000000,2.00000000,0.79604437,12.00589189,3.07487486,3.75704793,5602.33825006,5883.82219918,0.00000000,0.00255638,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,-2.00000000,4.00000000,0.80024002,11.94271567,3.05495513,3.74004131,3809.24168655,4711.49063706,0.00000000,0.00516653,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,-2.00000000,4.00000000,0.79640745,12.00039833,3.07313849,3.75556902,4631.84689375,4930.25083954,-180.00000000,0.00511741,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,0.00000000,4.00000000,0.78747043,12.13709984,3.11658534,3.79237509,6632.10374417,7334.43967062,180.00000000,0.00500378,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,1.00000000,4.00000000,0.78840779,12.12261560,3.11195830,3.78847482,2911.77997085,3303.09315080,180.00000000,0.00501564,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-4.00000000,4.00000000,0.80270075,11.90597194,3.04341860,3.73015112,4322.35046040,5471.61385588,0.00000000,0.00519819,1.00000000,1.00000000,1.00000000
2.00000000,4.00000000,-6.00000000,4.00000000,0.79585503,12.00875866,3.07578129,3.75781970,4298.66296549,4487.16919872,-0.00000000,0.00511035,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,-1.00000000,4.00000000,0.78972240,12.10236022,3.10549705,3.78302070,3888.83724006,4585.94079352,180.00000000,0.00503229,1.00000000,1.00000000,1.00000000
4.00000000,2.00000000,-6.00000000,4.00000000,0.79992632,11.94741606,3.05643352,3.74130656,4540.95420579,5569.16090835,0.00000000,0.00516250,1.00000000,1.00000000,1.00000000
1.00000000,5.00000000,5.00000000,4.00000000,0.78525575,12.17145960,3.12758406,3.80162785,2968.21413963,3183.98379300,180.00000000,0.00497582,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,-1.00000000,4.00000000,0.78451501,12.18299539,3.13128379,3.80473447,7981.25407203,8461.52215057,180.00000000,0.00496649,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,0.00000000,4.00000000,0.78797988,12.12922339,3.11406849,3.79025413,6593.55380658,7384.49616123,0.00000000,0.00501022,1.00000000,1.00000000,1.00000000
2.00000000,2.00000000,5.00000000,4.00000000,0.78144931,12.23097235,3.14670894,3.81765557,3667.29357508,3376.70011031,0.00000000,0.00492795,1.00000000,1.00000000,1.00000000
1.00000000,7.00000000,-5.00000000,4.00000000,0.78655463,12.15128443,3.12112207,3.79619479,4277.31851146,4657.68009921,180.00000000,0.00499221,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,-3.00000000,4.00000000,0.79286074,12.05427827,3.09020325,3.77007467,3172.60803505,3437.45232437,0.00000000,0.00507216,1.00000000,1.00000000,1.00000000
0.00000000,2.00000000,6.00000000,4.00000000,0.78327355,12.20237811,3.13750816,3.80995445,7624.95014776,7771.38171943,0.00000000,0.00495087,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,-1.00000000,4.00000000,0.78566679,12.16506774,3.12553561,3.79990653,3673.14180522,3959.11579710,0.00000000,0.00498101,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,3.00000000,4.00000000,0.77273371,12.36945968,3.19157914,3.85495991,5336.77084190,4070.61744203,0.00000000,0.00481922,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,-5.00000000,4.00000000,0.78512266,12.17353052,3.12824798,3.80218555,3311.13832797,3545.69664765,0.00000000,0.00497415,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,-3.00000000,4.00000000,0.78146624,12.23070635,3.14662325,3.81758393,4491.81173990,4140.13543789,180.00000000,0.00492817,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,-4.00000000,4.00000000,0.77415983,12.34658461,3.18413223,3.84879732,5843.39337919,4292.84404101,180.00000000,0.00483693,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,-5.00000000,4.00000000,0.77941566,12.26300762,3.15704288,3.82628398,5040.29810887,4069.25134260,-180.00000000,0.00490247,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,1.00000000,4.00000000,0.76966004,12.41905168,3.20777170,3.86832107,6098.64124547,5269.00906436,180.00000000,0.00478117,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,2.00000000,4.00000000,0.76898312,12.43002689,3.21136417,3.87127822,6891.78012696,6217.59984176,180.00000000,0.00477281,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,-3.00000000,4.00000000,0.77273945,12.36936743,3.19154908,3.85493505,4707.09389965,3589.74615699,0.00000000,0.00481929,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,1.00000000,4.00000000,0.76848669,12.43808818,3.21400488,3.87345028,4110.47757017,3848.10009745,0.00000000,0.00476668,1.00000000,1.00000000,1.00000000
0.00000000,10.00000000,3.00000000,4.00000000,0.76889483,12.43145986,3.21183345,3.87166432,3273.68248505,2971.90486971,-0.00000000,0.00477172,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,3.00000000,4.00000000,0.76591797,12.47996823,3.22775193,3.88473518,3809.13286434,4461.80921209,180.00000000,0.00473504,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,0.00000000,4.00000000,0.76295656,12.52860268,3.24377498,3.89784133,3554.97438660,3710.97413140,180.00000000,0.00469870,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,-2.00000000,4.00000000,0.76146770,12.55319755,3.25190208,3.90446973,5971.14265774,4624.68518466,180.00000000,0.00468048,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,-4.00000000,4.00000000,0.76303474,12.52731382,3.24334953,3.89749399,5058.14634524,5347.56834896,0.00000000,0.00469965,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,2.00000000,4.00000000,0.75119336,12.72559671,3.30932421,3.95094141,5893.57313099,5506.63866765,0.00000000,0.00455573,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,-4.00000000,4.00000000,0.76524767,12.49094323,3.23136221,3.88769264,3056.23331583,3709.34803529,0.00000000,0.00472680,1.00000000,1.00000000,1.00000000
3.00000000,5.00000000,-6.00000000,4.00000000,0.76203864,12.54375457,3.24877984,3.90192478,6694.95944849,5863.83119389,-180.00000000,0.00468746,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-5.00000000,4.00000000,0.76450367,12.50314753,3.23538066,3.89098144,4323.04718234,5261.48705472,180.00000000,0.00471767,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,-6.00000000,4.00000000,0.76284262,12.53048141,3.24439521,3.89834765,3641.74630951,3729.16084203,0.00000000,0.00469730,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-5.00000000,2.00000000,0.76591406,12.48003223,3.22777297,3.88475243,5402.53873977,6329.94244998,0.00000000,0.00236750,1.00000000,1.00000000,1.00000000
1.00000000,5.00000000,-6.00000000,4.00000000,0.75471595,12.66595707,3.28936956,3.93486314,7051.84016641,5824.21242029,180.00000000,0.00459831,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,0.00000000,4.00000000,0.75246085,12.70407246,3.30211148,3.94513845,5542.54586115,5199.07103583,0.00000000,0.00457102,1.00000000,1.00000000,1.00000000
3.00000000,5.00000000,4.00000000,4.00000000,0.74634897,12.80854025,3.33723455,3.97330555,6493.89974304,5522.72086705,180.00000000,0.00449749,1.00000000,1.00000000,1.00000000
2.00000000,4.00000000,5.00000000,4.00000000,0.74676797,12.80132354,3.33479882,3.97135955,2885.00316845,2476.91836388,0.00000000,0.00450251,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,-4.00000000,4.00000000,0.75343208,12.68762867,3.29660957,3.94070536,7078.73816593,6543.16461129,180.00000000,0.00458276,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,-6.00000000,4.00000000,0.76170289,12.54930607,3.25061510,3.90342094,3707.40724121,3021.98397831,180.00000000,0.00468335,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,1.00000000,2.00000000,0.74692129,12.79868489,3.33390859,3.97064804,4520.22075907,3898.84868874,0.00000000,0.00225218,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,2.00000000,4.00000000,0.74421662,12.84539394,3.34969496,3.98324370,5432.96294550,4761.00816557,180.00000000,0.00447198,1.00000000,1.00000000,1.00000000
0.00000000,4.00000000,6.00000000,4.00000000,0.74835947,12.77398618,3.32558476,3.96398823,5884.94271733,5382.54972346,-0.00000000,0.00452161,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,-5.00000000,4.00000000,0.74900668,12.76290245,3.32185469,3.96099971,5853.57790867,5463.22238333,0.00000000,0.00452939,1.00000000,1.00000000,1.00000000
