h,k,l,multiplicity,d_spacing,2theta,F_obs_squared,F_calc_squared,I_no_scale_pks,I_after_scale_pks,phase
2.00000000,6.00000000,-3.00000000,4.00000000,1.08532770,8.79838160,9978.38187239,9898.73546893,0.00660438,1.11405650,Li4MgWO6_SG12
2.00000000,6.00000000,-2.00000000,4.00000000,1.20264550,7.93865040,18424.06032177,17891.93021492,0.01193739,2.47738060,Li4MgWO6_SG12
2.00000000,6.00000000,-1.00000000,4.00000000,1.26825570,7.52735560,9724.55894979,9895.81379207,0.00660243,1.52915270,Li4MgWO6_SG12
2.00000000,6.00000000,0.00000000,4.00000000,1.25010910,7.63678370,8460.00765124,8576.97513504,0.00572251,1.29275280,Li4MgWO6_SG12
2.00000000,6.00000000,1.00000000,4.00000000,1.15784340,8.24635400,9349.11045777,9939.41344731,0.00663152,1.28891040,Li4MgWO6_SG12
2.00000000,6.00000000,2.00000000,4.00000000,1.03150640,9.25843410,15619.44923098,14955.67079182,0.00997833,1.54183520,Li4MgWO6_SG12
2.00000000,6.00000000,3.00000000,4.00000000,0.90475670,10.55892700,7460.72097503,7396.22428970,0.00493472,0.58717639,Li4MgWO6_SG12
2.00000000,6.00000000,4.00000000,4.00000000,0.79273709,12.05616600,4861.74671788,5075.30814999,0.00338622,0.30956242,Li4MgWO6_SG12
2.00000000,6.00000000,5.00000000,4.00000000,0.69864024,13.68725800,4651.92687698,4759.68039745,0.00317563,0.22569132,Li4MgWO6_SG12
2.00000000,6.00000000,6.00000000,4.00000000,0.62087379,15.41145200,6432.27058016,6664.75259434,0.00444668,0.24989609,Li4MgWO6_SG12
2.00000000,8.00000000,-6.00000000,4.00000000,0.67247132,14.22259000,5268.21326317,5210.76849904,0.00347659,0.22638035,Li4MgWO6_SG12
2.00000000,8.00000000,-5.00000000,4.00000000,0.74739771,12.79049200,3751.46515850,3739.37826901,0.00249489,0.20046420,Li4MgWO6_SG12
2.00000000,8.00000000,-4.00000000,4.00000000,0.82848624,11.53413800,2328.38169088,2355.60196129,0.00157164,0.15512470,Li4MgWO6_SG12
2.00000000,8.00000000,-3.00000000,4.00000000,0.90853402,10.51490400,5886.68685808,5852.47521817,0.00390474,0.46377777,Li4MgWO6_SG12
2.00000000,8.00000000,-2.00000000,4.00000000,0.97407705,9.80558920,8982.20861501,8829.34887210,0.00589089,0.80558564,Li4MgWO6_SG12
2.00000000,8.00000000,-1.00000000,4.00000000,1.00796970,9.47511310,5464.99894238,5691.64202419,0.00379743,0.55738212,Li4MgWO6_SG12
2.00000000,8.00000000,0.00000000,4.00000000,0.99878737,9.56242380,2621.64148301,2491.74462639,0.00166248,0.24018683,Li4MgWO6_SG12
2.00000000,8.00000000,1.00000000,4.00000000,0.94981055,10.05674700,5556.80420378,5683.33637106,0.00379189,0.49643534,Li4MgWO6_SG12
2.00000000,8.00000000,2.00000000,4.00000000,0.87625422,10.90340800,7855.93543430,7951.65182604,0.00530529,0.59200742,Li4MgWO6_SG12
2.00000000,8.00000000,3.00000000,4.00000000,0.79451152,12.02914000,4422.77613259,4787.41551509,0.00319413,0.29333494,Li4MgWO6_SG12
2.00000000,8.00000000,4.00000000,4.00000000,0.71541756,13.36479500,1916.89989862,1880.97676351,0.00125498,0.09353539,Li4MgWO6_SG12
2.00000000,8.00000000,5.00000000,4.00000000,0.64398169,14.85526700,3013.12906372,3161.77173977,0.00210952,0.12753212,Li4MgWO6_SG12
2.00000000,10.00000000,-5.00000000,4.00000000,0.66573475,14.36726400,3839.48253246,3909.41751686,0.00260834,0.16692348,Li4MgWO6_SG12
2.00000000,10.00000000,-4.00000000,4.00000000,0.72112029,13.25862800,6704.12866212,6999.23938736,0.00466985,0.35060239,Li4MgWO6_SG12
2.00000000,10.00000000,-3.00000000,4.00000000,0.77206650,12.38019100,6808.23365391,6827.47843190,0.00455525,0.39225272,Li4MgWO6_SG12
2.00000000,10.00000000,-2.00000000,4.00000000,0.81109150,11.78236600,6398.61365881,6669.56814280,0.00444990,0.42340352,Li4MgWO6_SG12
2.00000000,10.00000000,-1.00000000,4.00000000,0.83034778,11.50819300,5689.31432027,5814.50430089,0.00387940,0.38748008,Li4MgWO6_SG12
2.00000000,10.00000000,0.00000000,4.00000000,0.82519199,11.58034100,8239.64134734,8434.14385538,0.00562721,0.55604038,Li4MgWO6_SG12
2.00000000,10.00000000,1.00000000,4.00000000,0.79692030,11.99264700,6201.66274242,6776.64710367,0.00452134,0.41731192,Li4MgWO6_SG12
2.00000000,10.00000000,2.00000000,4.00000000,0.75196245,12.71252700,6211.33622835,6096.35647557,0.00406745,0.33467615,Li4MgWO6_SG12
2.00000000,10.00000000,3.00000000,4.00000000,0.69838147,13.69235300,4749.55732998,4844.14106882,0.00323198,0.22963281,Li4MgWO6_SG12
2.00000000,10.00000000,4.00000000,4.00000000,0.64283394,14.88194100,5247.17995922,5535.13129676,0.00369301,0.22254652,Li4MgWO6_SG12
2.00000000,12.00000000,-4.00000000,4.00000000,0.63337697,15.10543000,4288.79896653,4463.08666336,0.00297774,0.17310764,Li4MgWO6_SG12
2.00000000,12.00000000,-3.00000000,4.00000000,0.66706462,14.33847100,4723.16279924,4792.07888837,0.00319725,0.20624556,Li4MgWO6_SG12
2.00000000,12.00000000,-2.00000000,4.00000000,0.69175313,13.82419000,4802.45112358,4722.95999920,0.00315113,0.21877771,Li4MgWO6_SG12
2.00000000,12.00000000,-1.00000000,4.00000000,0.70358333,13.59064100,4032.76800261,4016.78089773,0.00267997,0.19270117,Li4MgWO6_SG12
2.00000000,12.00000000,0.00000000,4.00000000,0.70043846,13.65195100,4949.96426692,5104.26856966,0.00340554,0.24298824,Li4MgWO6_SG12
2.00000000,12.00000000,1.00000000,4.00000000,0.68289895,14.00432000,4789.88518521,4679.33007889,0.00312202,0.21199806,Li4MgWO6_SG12
2.00000000,12.00000000,2.00000000,4.00000000,0.65396944,14.62714000,4456.77737837,4428.47046794,0.00295465,0.18420164,Li4MgWO6_SG12
2.00000000,12.00000000,3.00000000,4.00000000,0.61780271,15.48853100,3378.24835420,3530.00616596,0.00235520,0.13118184,Li4MgWO6_SG12
3.00000000,1.00000000,-8.00000000,4.00000000,0.63625319,15.03674900,2653.87487585,2806.72517075,0.00187263,0.10841051,Li4MgWO6_SG12
3.00000000,1.00000000,-7.00000000,4.00000000,0.72463274,13.19407500,5231.43366060,5401.71787310,0.00360399,0.26966684,Li4MgWO6_SG12
3.00000000,1.00000000,-6.00000000,4.00000000,0.83727550,11.41265500,6399.18649896,6783.68007688,0.00452603,0.45051661,Li4MgWO6_SG12
3.00000000,1.00000000,-5.00000000,4.00000000,0.98229027,9.72340360,5763.35083746,5648.97960217,0.00376897,0.51454444,Li4MgWO6_SG12
3.00000000,1.00000000,-4.00000000,4.00000000,1.16709130,8.18089910,5833.52151434,5973.61270772,0.00398556,0.76566593,Li4MgWO6_SG12
3.00000000,1.00000000,-3.00000000,4.00000000,1.38701610,6.88202870,11039.86469803,10957.66791805,0.00731089,1.98034240,Li4MgWO6_SG12
3.00000000,1.00000000,-2.00000000,4.00000000,1.59453430,5.98550090,12498.47775046,13377.67279837,0.00892550,3.20276670,Li4MgWO6_SG12
3.00000000,1.00000000,-1.00000000,4.00000000,1.67912130,5.68372300,10008.51167877,9529.97483413,0.00635834,2.55123520,Li4MgWO6_SG12
3.00000000,1.00000000,0.00000000,4.00000000,1.57345490,6.06576260,8187.52996548,8054.88712945,0.00537417,1.91345290,Li4MgWO6_SG12
3.00000000,1.00000000,1.00000000,4.00000000,1.35954620,7.02125410,10523.81444061,10286.71620990,0.00686323,1.83738810,Li4MgWO6_SG12
3.00000000,1.00000000,2.00000000,4.00000000,1.14258800,8.35665040,8904.26698854,8984.26920960,0.00599425,1.13729210,Li4MgWO6_SG12
3.00000000,1.00000000,3.00000000,4.00000000,0.96277733,9.92096010,6020.69461662,6221.80419516,0.00415115,0.56007948,Li4MgWO6_SG12
3.00000000,1.00000000,4.00000000,4.00000000,0.82212940,11.62362800,4946.66435383,4925.14467539,0.00328603,0.32360043,Li4MgWO6_SG12
3.00000000,1.00000000,5.00000000,4.00000000,0.71281818,13.41375500,4811.85756484,4741.55582141,0.00316354,0.23443870,Li4MgWO6_SG12
3.00000000,1.00000000,6.00000000,4.00000000,0.62689990,15.26242200,3688.99543070,3809.57565750,0.00254173,0.14587541,Li4MgWO6_SG12
3.00000000,3.00000000,-8.00000000,4.00000000,0.62331877,15.35063600,3608.49535929,3731.67752490,0.00248975,0.13849180,Li4MgWO6_SG12
3.00000000,3.00000000,-7.00000000,4.00000000,0.70569518,13.54977900,4345.73044228,4286.52307374,0.00285994,0.20324209,Li4MgWO6_SG12
3.00000000,3.00000000,-6.00000000,4.00000000,0.80843751,11.82118400,6941.78536796,7086.96218771,0.00472838,0.43961481,Li4MgWO6_SG12
3.00000000,3.00000000,-5.00000000,4.00000000,0.93659965,10.19897200,13695.13868322,14042.72637404,0.00936922,1.16586860,Li4MgWO6_SG12
3.00000000,3.00000000,-4.00000000,4.00000000,1.09255850,8.74003830,8274.60378856,8521.88659682,0.00568575,0.96070907,Li4MgWO6_SG12
3.00000000,3.00000000,-3.00000000,4.00000000,1.26654940,7.53751100,8234.56562392,8270.15107762,0.00551779,1.25240420,Li4MgWO6_SG12
3.00000000,3.00000000,-2.00000000,4.00000000,1.41863130,6.72847920,12795.08689505,13249.02520145,0.00883967,2.52454230,Li4MgWO6_SG12
3.00000000,3.00000000,-1.00000000,4.00000000,1.47721190,6.46136430,28351.31522144,27388.56523591,0.01827349,5.69772220,Li4MgWO6_SG12
3.00000000,3.00000000,0.00000000,4.00000000,1.40372540,6.80001120,11388.39270816,11857.35659442,0.00791116,2.24538690,Li4MgWO6_SG12
3.00000000,3.00000000,1.00000000,4.00000000,1.24553020,7.66490000,7731.26550644,7779.92691676,0.00519072,1.16663200,Li4MgWO6_SG12
3.00000000,3.00000000,2.00000000,4.00000000,1.07237820,8.90483950,8915.51490009,9232.49018588,0.00615986,1.02947060,Li4MgWO6_SG12
3.00000000,3.00000000,3.00000000,4.00000000,0.91963928,10.38757800,14228.75325099,14796.73967142,0.00987230,1.21534280,Li4MgWO6_SG12
3.00000000,3.00000000,4.00000000,4.00000000,0.79477819,12.02508900,6109.87470513,6643.44516976,0.00443247,0.40799879,Li4MgWO6_SG12
3.00000000,3.00000000,5.00000000,4.00000000,0.69476919,13.76388700,3752.08884318,3729.46978428,0.00248828,0.17521881,Li4MgWO6_SG12
3.00000000,5.00000000,-7.00000000,4.00000000,0.67188650,14.23503400,2714.35912423,2676.17892431,0.00178553,0.11531438,Li4MgWO6_SG12
3.00000000,5.00000000,-6.00000000,4.00000000,0.75870401,12.59910900,5205.17455123,5074.35427519,0.00338558,0.27812166,Li4MgWO6_SG12
3.00000000,5.00000000,-5.00000000,4.00000000,0.86157838,11.08971000,6095.71765609,6162.48534525,0.00411157,0.43474168,Li4MgWO6_SG12
3.00000000,5.00000000,-4.00000000,4.00000000,0.97827452,9.76341420,5101.89231413,4984.42212819,0.00332558,0.45291463,Li4MgWO6_SG12
3.00000000,5.00000000,-3.00000000,4.00000000,1.09727870,8.70236820,3918.94612654,4019.84302258,0.00268201,0.45985725,Li4MgWO6_SG12
3.00000000,5.00000000,-2.00000000,4.00000000,1.19177980,8.01114670,8273.72230317,8134.18162533,0.00542708,1.10097980,Li4MgWO6_SG12
3.00000000,5.00000000,-1.00000000,4.00000000,1.22588330,7.78793160,9823.14174220,9911.15242886,0.00661266,1.42655590,Li4MgWO6_SG12
3.00000000,5.00000000,0.00000000,4.00000000,1.18290110,8.07137660,6454.27039259,6471.34428785,0.00431764,0.87205994,Li4MgWO6_SG12
3.00000000,5.00000000,1.00000000,4.00000000,1.08352590,8.81304120,3828.32642157,3732.69531134,0.00249043,0.42384750,Li4MgWO6_SG12
3.00000000,5.00000000,2.00000000,4.00000000,0.96370804,9.91135480,5840.44802170,6047.89308678,0.00403512,0.54471535,Li4MgWO6_SG12
3.00000000,5.00000000,3.00000000,4.00000000,0.84832077,11.26357700,6614.08144416,6671.15764889,0.00445096,0.46635308,Li4MgWO6_SG12
3.00000000,5.00000000,4.00000000,4.00000000,0.74737964,12.79080300,4348.53913609,4334.21496591,0.00289176,0.23546548,Li4MgWO6_SG12
3.00000000,5.00000000,5.00000000,4.00000000,0.66243639,14.43918100,2294.19704264,2258.65385494,0.00150696,0.09651826,Li4MgWO6_SG12
3.00000000,7.00000000,-7.00000000,4.00000000,0.62920148,15.20626200,5657.62488020,5846.06018658,0.00390046,0.22163256,Li4MgWO6_SG12
3.00000000,7.00000000,-6.00000000,4.00000000,0.69877612,13.68458300,5898.92772297,6044.91555339,0.00403313,0.28213491,Li4MgWO6_SG12
3.00000000,7.00000000,-5.00000000,4.00000000,0.77664602,12.30690800,4940.02036059,4811.96284847,0.00321051,0.27711476,Li4MgWO6_SG12
3.00000000,7.00000000,-4.00000000,4.00000000,0.85886478,11.12485900,5076.44050845,5067.60619627,0.00338108,0.35683343,Li4MgWO6_SG12
3.00000000,7.00000000,-3.00000000,4.00000000,0.93605212,10.20495400,10111.28331474,10288.41816579,0.00686437,0.86147305,Li4MgWO6_SG12
3.00000000,7.00000000,-2.00000000,4.00000000,0.99267773,9.62141590,9577.57780042,9575.68674617,0.00638884,0.90401577,Li4MgWO6_SG12
3.00000000,7.00000000,-1.00000000,4.00000000,1.01212770,9.43609880,7075.23392725,7254.25697855,0.00484000,0.71450628,Li4MgWO6_SG12
3.00000000,7.00000000,0.00000000,4.00000000,0.98752933,9.67169560,6330.38425535,6376.32321865,0.00425424,0.60012766,Li4MgWO6_SG12
3.00000000,7.00000000,1.00000000,4.00000000,0.92747065,10.29963000,9391.65662566,9858.59564559,0.00657760,0.82101111,Li4MgWO6_SG12
3.00000000,7.00000000,2.00000000,4.00000000,0.84895724,11.25510500,7310.51917763,7413.60778734,0.00494631,0.51846942,Li4MgWO6_SG12
3.00000000,7.00000000,3.00000000,4.00000000,0.76689333,12.46403300,5427.56175651,5239.64309297,0.00349586,0.29950865,Li4MgWO6_SG12
3.00000000,7.00000000,4.00000000,4.00000000,0.68989879,13.86152900,4350.66653854,4271.62175995,0.00285000,0.19787767,Li4MgWO6_SG12
3.00000000,7.00000000,5.00000000,4.00000000,0.62142037,15.39781500,5031.47630201,5211.27049016,0.00347693,0.19613018,Li4MgWO6_SG12
3.00000000,9.00000000,-6.00000000,4.00000000,0.63727830,15.01242200,4534.49469542,4830.66867707,0.00322299,0.18829035,Li4MgWO6_SG12
3.00000000,9.00000000,-5.00000000,4.00000000,0.69467639,13.76573400,5947.51643086,5908.86545303,0.00394236,0.27347948,Li4MgWO6_SG12
3.00000000,9.00000000,-4.00000000,4.00000000,0.75164777,12.71787200,4569.19827820,4490.36033704,0.00299594,0.24334583,Li4MgWO6_SG12
3.00000000,9.00000000,-3.00000000,4.00000000,0.80176369,11.91993800,5964.68606442,6035.14038778,0.00402661,0.37253052,Li4MgWO6_SG12
3.00000000,9.00000000,-2.00000000,4.00000000,0.83649360,11.42335800,6635.65824986,6972.29258507,0.00465187,0.46939171,Li4MgWO6_SG12
3.00000000,9.00000000,-1.00000000,4.00000000,0.84803284,11.26741400,8459.57483790,8510.49811007,0.00567815,0.59036715,Li4MgWO6_SG12
3.00000000,9.00000000,0.00000000,4.00000000,0.83340605,11.46582000,5400.36500594,5532.93185034,0.00369154,0.37167819,Li4MgWO6_SG12
3.00000000,9.00000000,1.00000000,4.00000000,0.79635129,12.00124800,5250.95442830,5764.34201641,0.00384593,0.35439608,Li4MgWO6_SG12
3.00000000,9.00000000,2.00000000,4.00000000,0.74497983,12.83217900,5751.55449423,5598.77583620,0.00373547,0.30182523,Li4MgWO6_SG12
3.00000000,9.00000000,3.00000000,4.00000000,0.68767095,13.90665700,6554.32234054,6330.11932283,0.00422342,0.29123434,Li4MgWO6_SG12
3.00000000,9.00000000,4.00000000,4.00000000,0.63052300,15.17420400,3809.36694909,3940.93063596,0.00262937,0.15265155,Li4MgWO6_SG12
3.00000000,11.00000000,-5.00000000,4.00000000,0.62135397,15.39947000,4837.31826280,5010.92834374,0.00334326,0.18634299,Li4MgWO6_SG12
3.00000000,11.00000000,-4.00000000,4.00000000,0.66112065,14.46807000,3392.75659912,3311.99283161,0.00220974,0.13945926,Li4MgWO6_SG12
3.00000000,11.00000000,-3.00000000,4.00000000,0.69445290,13.77018600,1809.95631514,1795.98031906,0.00119827,0.08351503,Li4MgWO6_SG12
3.00000000,11.00000000,-2.00000000,4.00000000,0.71665604,13.34159400,4342.64994943,4307.49615498,0.00287394,0.21363055,Li4MgWO6_SG12
3.00000000,11.00000000,-1.00000000,4.00000000,0.72387256,13.20799200,6273.13531685,6540.84876476,0.00436401,0.33157489,Li4MgWO6_SG12
3.00000000,11.00000000,0.00000000,4.00000000,0.71471158,13.37805700,4085.35782434,4003.41583659,0.00267105,0.19823170,Li4MgWO6_SG12
3.00000000,11.00000000,1.00000000,4.00000000,0.69092694,13.84080100,1699.13614630,1672.76345612,0.00111606,0.07755226,Li4MgWO6_SG12
3.00000000,11.00000000,2.00000000,4.00000000,0.65656975,14.56889500,3584.71898571,3525.56887100,0.00235224,0.14784985,Li4MgWO6_SG12
3.00000000,13.00000000,-2.00000000,4.00000000,0.62395823,15.33480900,4839.07795706,5002.74775331,0.00333780,0.18871958,Li4MgWO6_SG12
3.00000000,13.00000000,-1.00000000,4.00000000,0.62870363,15.21837500,5165.56005233,5336.51303218,0.00356049,0.20466692,Li4MgWO6_SG12
3.00000000,13.00000000,0.00000000,4.00000000,0.62267365,15.36663500,3711.33536410,3839.79680562,0.00256189,0.14467364,Li4MgWO6_SG12
4.00000000,0.00000000,-8.00000000,2.00000000,0.63082612,15.16686900,6985.55452912,7228.97548672,0.00241156,0.13676686,Li4MgWO6_SG12
4.00000000,0.00000000,-7.00000000,2.00000000,0.71099789,13.44825500,4846.92443051,4856.96468897,0.00162027,0.11631375,Li4MgWO6_SG12
4.00000000,0.00000000,-6.00000000,2.00000000,0.80811638,11.82589800,5225.95413155,5302.65686059,0.00176895,0.16349839,Li4MgWO6_SG12
4.00000000,0.00000000,-5.00000000,2.00000000,0.92361696,10.34272100,8123.09023382,8351.81022752,0.00278614,0.33542924,Li4MgWO6_SG12
4.00000000,0.00000000,-4.00000000,2.00000000,1.05346540,9.06503890,17228.07392254,17388.77382225,0.00580084,0.90704611,Li4MgWO6_SG12
4.00000000,0.00000000,-3.00000000,2.00000000,1.18034070,8.08891440,9680.58141651,9709.79361074,0.00323916,0.63633873,Li4MgWO6_SG12
4.00000000,0.00000000,-2.00000000,2.00000000,1.26761840,7.53114520,8031.35535816,8138.92647557,0.00271512,0.61797277,Li4MgWO6_SG12
4.00000000,0.00000000,-1.00000000,2.00000000,1.27540080,7.48512520,11446.57201285,11758.53525677,0.00392261,0.91086470,Li4MgWO6_SG12
4.00000000,0.00000000,0.00000000,2.00000000,1.19947290,7.95968240,22464.12426986,22167.45192326,0.00739500,1.53134140,Li4MgWO6_SG12
4.00000000,0.00000000,1.00000000,2.00000000,1.07631860,8.87217300,9134.13998998,9491.69297710,0.00316640,0.53123041,Li4MgWO6_SG12
4.00000000,0.00000000,2.00000000,2.00000000,0.94523301,10.10557600,5922.99844117,5942.28608475,0.00198233,0.25749249,Li4MgWO6_SG12
4.00000000,0.00000000,3.00000000,2.00000000,0.82672118,11.55884700,6456.38687194,6571.24612315,0.00219215,0.21833889,Li4MgWO6_SG12
4.00000000,0.00000000,4.00000000,2.00000000,0.72645559,13.16082100,10525.86352779,10607.14814082,0.00353851,0.27259784,Li4MgWO6_SG12
4.00000000,0.00000000,5.00000000,2.00000000,0.64355608,14.86514700,4699.76057368,4952.04372224,0.00165199,0.10003058,Li4MgWO6_SG12
4.00000000,2.00000000,-8.00000000,4.00000000,0.62442423,15.32329600,3026.95820969,3128.66940894,0.00208743,0.11606726,Li4MgWO6_SG12
4.00000000,2.00000000,-7.00000000,4.00000000,0.70186922,13.62399000,3105.16482012,3169.24558338,0.00211450,0.14803797,Li4MgWO6_SG12
4.00000000,2.00000000,-6.00000000,4.00000000,0.79478725,12.02495200,4270.06554450,4643.61972769,0.00309820,0.27727153,Li4MgWO6_SG12
4.00000000,2.00000000,-5.00000000,4.00000000,0.90386556,10.56936700,7001.84791524,6889.59645091,0.00459670,0.53069855,Li4MgWO6_SG12
4.00000000,2.00000000,-4.00000000,4.00000000,1.02443550,9.32247870,6416.68172021,6387.48676244,0.00426169,0.63122970,Li4MgWO6_SG12
4.00000000,2.00000000,-3.00000000,4.00000000,1.13993040,8.37616780,5607.42056509,5577.40515683,0.00372121,0.68318223,Li4MgWO6_SG12
4.00000000,2.00000000,-2.00000000,4.00000000,1.21795120,7.83873100,6544.40384386,6712.91390928,0.00447882,0.94282512,Li4MgWO6_SG12
4.00000000,2.00000000,-1.00000000,4.00000000,1.22484920,7.79451650,9347.41762245,9406.00643015,0.00627563,1.34574060,Li4MgWO6_SG12
4.00000000,2.00000000,0.00000000,4.00000000,1.15713570,8.25140570,7403.29571664,7873.54546647,0.00525318,1.01300030,Li4MgWO6_SG12
4.00000000,2.00000000,1.00000000,4.00000000,1.04541380,9.13500410,5558.81070670,5622.59290757,0.00375136,0.59387389,Li4MgWO6_SG12
4.00000000,2.00000000,2.00000000,4.00000000,0.92409402,10.33736700,4778.07687961,4907.63395101,0.00327434,0.40653779,Li4MgWO6_SG12
4.00000000,2.00000000,3.00000000,4.00000000,0.81246643,11.76235700,5373.77274815,5525.17129760,0.00368636,0.35463192,Li4MgWO6_SG12
4.00000000,2.00000000,4.00000000,4.00000000,0.71672669,13.34027300,4718.67038704,4684.46519258,0.00312545,0.23438966,Li4MgWO6_SG12
4.00000000,2.00000000,5.00000000,4.00000000,0.63676295,15.02464200,3122.62714791,3317.00375510,0.00221308,0.13120628,Li4MgWO6_SG12
4.00000000,4.00000000,-7.00000000,4.00000000,0.67645817,14.13833700,3162.20291447,3126.00234892,0.00208565,0.13593686,Li4MgWO6_SG12
4.00000000,4.00000000,-6.00000000,4.00000000,0.75843856,12.60353700,7355.87066059,7135.76510648,0.00476094,0.38907486,Li4MgWO6_SG12
4.00000000,4.00000000,-5.00000000,4.00000000,0.85143992,11.22218100,7735.92247586,7766.43968829,0.00518172,0.53271279,Li4MgWO6_SG12
4.00000000,4.00000000,-4.00000000,4.00000000,0.94991205,10.05567000,5345.93453632,5472.89806341,0.00365148,0.46700477,Li4MgWO6_SG12
4.00000000,4.00000000,-3.00000000,4.00000000,1.03978620,9.18455050,5561.73557274,5501.45250334,0.00367054,0.56332595,Li4MgWO6_SG12
4.00000000,4.00000000,-2.00000000,4.00000000,1.09797360,8.69684970,10869.32791103,11163.92782706,0.00744851,1.27978420,Li4MgWO6_SG12
4.00000000,4.00000000,-1.00000000,4.00000000,1.10301940,8.65699030,10272.10615894,10549.37080462,0.00703848,1.22768490,Li4MgWO6_SG12
4.00000000,4.00000000,0.00000000,4.00000000,1.05279410,9.07083130,6560.16025052,6618.10771617,0.00441556,0.70592520,Li4MgWO6_SG12
4.00000000,4.00000000,1.00000000,4.00000000,0.96656482,9.88198780,5264.93471649,5500.79536102,0.00367010,0.49698217,Li4MgWO6_SG12
4.00000000,4.00000000,2.00000000,4.00000000,0.86828460,11.00379300,7571.52211799,7949.12114673,0.00530361,0.58151473,Li4MgWO6_SG12
4.00000000,4.00000000,3.00000000,4.00000000,0.77375537,12.35306400,6378.74663161,6350.86028852,0.00423726,0.36979325,Li4MgWO6_SG12
4.00000000,4.00000000,4.00000000,4.00000000,0.68972946,13.86494900,4102.36512639,4023.85497510,0.00268469,0.18650521,Li4MgWO6_SG12
4.00000000,4.00000000,5.00000000,4.00000000,0.61760568,15.49350200,3070.86875178,3211.23797014,0.00214252,0.11953595,Li4MgWO6_SG12
4.00000000,6.00000000,-7.00000000,4.00000000,0.63962189,14.95710100,3525.44777236,3699.67551570,0.00246840,0.14430333,Li4MgWO6_SG12
4.00000000,6.00000000,-6.00000000,4.00000000,0.70756755,13.51375600,4713.73935592,4781.59443506,0.00319025,0.22779157,Li4MgWO6_SG12
4.00000000,6.00000000,-5.00000000,4.00000000,0.78125866,12.23396900,6732.65079029,6636.00498258,0.00442750,0.38499342,Li4MgWO6_SG12
4.00000000,6.00000000,-4.00000000,4.00000000,0.85523315,11.17224900,10313.28010124,10296.40240002,0.00686970,0.71592320,Li4MgWO6_SG12
4.00000000,6.00000000,-3.00000000,4.00000000,0.91905921,10.39415200,6309.12125678,6520.49741566,0.00435044,0.52447569,Li4MgWO6_SG12
4.00000000,6.00000000,-2.00000000,4.00000000,0.95850465,9.96529590,6780.09114814,7071.12944544,0.00471782,0.62073340,Li4MgWO6_SG12
4.00000000,6.00000000,-1.00000000,4.00000000,0.96185598,9.93048710,8244.23685713,8514.11773949,0.00568057,0.75604325,Li4MgWO6_SG12
4.00000000,6.00000000,0.00000000,4.00000000,0.92800499,10.29368300,11715.71652648,12312.77183418,0.00821501,1.02247000,Li4MgWO6_SG12
4.00000000,6.00000000,1.00000000,4.00000000,0.86732578,11.01599500,6158.41550896,6486.90438843,0.00432802,0.47237874,Li4MgWO6_SG12
4.00000000,6.00000000,2.00000000,4.00000000,0.79421077,12.03371200,4877.19561039,5248.87672755,0.00350202,0.32144559,Li4MgWO6_SG12
4.00000000,6.00000000,3.00000000,4.00000000,0.71995545,13.28017600,5230.74772944,5393.17950059,0.00359830,0.27201222,Li4MgWO6_SG12
4.00000000,6.00000000,4.00000000,4.00000000,0.65080597,14.69863200,7230.79670532,7208.41565791,0.00480941,0.29762440,Li4MgWO6_SG12
4.00000000,8.00000000,-6.00000000,4.00000000,0.65095319,14.69528900,2034.17895769,2029.93581403,0.00135436,0.08220369,Li4MgWO6_SG12
4.00000000,8.00000000,-5.00000000,4.00000000,0.70694685,13.52567700,4334.40172065,4352.04921222,0.00290366,0.20774300,Li4MgWO6_SG12
4.00000000,8.00000000,-4.00000000,4.00000000,0.76034353,12.57183300,5950.96871955,5940.77498247,0.00396365,0.32818654,Li4MgWO6_SG12
4.00000000,8.00000000,-3.00000000,4.00000000,0.80414440,11.88452100,4277.61133809,4219.26608675,0.00281507,0.26113815,Li4MgWO6_SG12
4.00000000,8.00000000,-2.00000000,4.00000000,0.83016886,11.51068100,2425.37753305,2476.71417696,0.00165245,0.16381435,Li4MgWO6_SG12
4.00000000,8.00000000,-1.00000000,4.00000000,0.83234338,11.48050800,5045.64163423,5163.54557657,0.00344509,0.34448427,Li4MgWO6_SG12
4.00000000,8.00000000,0.00000000,4.00000000,0.81011615,11.79660200,6567.26514334,6848.34351677,0.00456917,0.43431950,Li4MgWO6_SG12
4.00000000,8.00000000,1.00000000,4.00000000,0.76880337,12.43294500,4331.13649233,4294.75561733,0.00286543,0.24606262,Li4MgWO6_SG12
4.00000000,8.00000000,2.00000000,4.00000000,0.71650016,13.34451000,2003.67135381,1983.81355976,0.00132359,0.09897380,Li4MgWO6_SG12
4.00000000,8.00000000,3.00000000,4.00000000,0.66056014,14.48041300,3634.01031528,3539.00001536,0.00236120,0.15038552,Li4MgWO6_SG12
4.00000000,10.00000000,-5.00000000,4.00000000,0.63666770,15.02690300,5171.97279880,5489.79176501,0.00366276,0.21354055,Li4MgWO6_SG12
4.00000000,10.00000000,-4.00000000,4.00000000,0.67483474,14.17252400,4570.94945915,4587.11327439,0.00306049,0.20056928,Li4MgWO6_SG12
4.00000000,10.00000000,-3.00000000,4.00000000,0.70489679,13.56519800,4085.95176379,4020.11438871,0.00268220,0.19205343,Li4MgWO6_SG12
4.00000000,10.00000000,-2.00000000,4.00000000,0.72222903,13.23818300,6760.94984847,7094.98299109,0.00473373,0.35657661,Li4MgWO6_SG12
