h,k,l,multiplicity,d_spacing,2theta,sigma_squared,gamma,F_obs_squared,F_calc_squared,phase,I_corr,Prfo,Trans,ExtP
1.00000000,3.00000000,-5.00000000,4.00000000,0.94707984,10.08581847,1.34573951,0.37888597,154.83655785,5779.41371828,180.00000000,1.21949099,1.00000000,1.00000000,1.00000000
4.00000000,0.00000000,2.00000000,2.00000000,0.94697022,10.08698905,1.34577970,0.37888638,147.74432713,5424.05878135,0.00000000,0.60960485,1.00000000,1.00000000,1.00000000
2.00000000,0.00000000,4.00000000,2.00000000,0.94424877,10.11613668,1.34678174,0.37889661,337.47292178,5619.72815607,0.00000000,0.60611863,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,-4.00000000,4.00000000,0.93962491,10.16604856,1.34850343,0.37891418,302.16906329,4734.71767869,-0.00000000,1.20043676,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,-3.00000000,4.00000000,0.93074912,10.26325266,1.35187754,0.37894862,98.19757720,6686.86390134,-180.00000000,1.17794730,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,-3.00000000,4.00000000,0.93021732,10.26913580,1.35208265,0.37895071,177.86792411,14370.89121179,180.00000000,1.17660662,1.00000000,1.00000000,1.00000000
0.00000000,2.00000000,5.00000000,4.00000000,0.92987980,10.27287320,1.35221300,0.37895205,67.54454626,5907.60582330,0.00000000,1.17575612,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,1.00000000,4.00000000,0.92821437,10.29135486,1.35285821,0.37895863,59.93438877,6291.40123896,-180.00000000,1.17156394,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,0.00000000,4.00000000,0.92688558,10.30614840,1.35337539,0.37896391,132.36181883,14398.53561136,0.00000000,1.16822458,1.00000000,1.00000000,1.00000000
3.00000000,3.00000000,-5.00000000,4.00000000,0.92678216,10.30730161,1.35341573,0.37896432,128.39635133,13861.98050280,180.00000000,1.16796487,1.00000000,1.00000000,1.00000000
1.00000000,7.00000000,3.00000000,4.00000000,0.92650310,10.31041455,1.35352465,0.37896543,60.52406148,6343.51411670,180.00000000,1.16726425,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,1.00000000,4.00000000,0.92639005,10.31167624,1.35356881,0.37896588,137.70790276,14210.28154046,-180.00000000,1.16698046,1.00000000,1.00000000,1.00000000
4.00000000,2.00000000,2.00000000,4.00000000,0.92574412,10.31889053,1.35382137,0.37896846,54.95618973,5050.99612923,-0.00000000,1.16535979,1.00000000,1.00000000,1.00000000
0.00000000,6.00000000,4.00000000,4.00000000,0.92348707,10.34417912,1.35470790,0.37897750,194.96004941,13875.21934395,0.00000000,1.15970553,1.00000000,1.00000000,1.00000000
2.00000000,2.00000000,4.00000000,4.00000000,0.92320112,10.34739178,1.35482066,0.37897865,73.53850813,5150.64441424,0.00000000,1.15899018,1.00000000,1.00000000,1.00000000
3.00000000,3.00000000,3.00000000,4.00000000,0.92179719,10.36319430,1.35537575,0.37898432,273.46731603,14075.62110776,180.00000000,1.15548117,1.00000000,1.00000000,1.00000000
2.00000000,4.00000000,-5.00000000,4.00000000,0.91807957,10.40527395,1.35685747,0.37899944,231.53446603,5030.56296842,0.00000000,1.14621508,1.00000000,1.00000000,1.00000000
1.00000000,5.00000000,4.00000000,4.00000000,0.91518789,10.43824211,1.35802201,0.37901132,197.84001363,5029.70998213,180.00000000,1.13903353,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,-3.00000000,4.00000000,0.91216276,10.47295643,1.35925170,0.37902386,143.13772357,6201.09090139,0.00000000,1.13154480,1.00000000,1.00000000,1.00000000
4.00000000,0.00000000,-5.00000000,2.00000000,0.91153620,10.48017539,1.35950787,0.37902647,177.45079579,8908.53221793,0.00000000,0.56499841,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,0.00000000,4.00000000,0.90993905,10.49862206,1.36016315,0.37903316,112.46890519,6422.20875061,180.00000000,1.12605579,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,-2.00000000,4.00000000,0.90990175,10.49905364,1.36017849,0.37903331,109.98278295,6270.13074565,180.00000000,1.12596383,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,-4.00000000,4.00000000,0.90848304,10.51549538,1.36076342,0.37903928,127.30375738,6289.85517166,180.00000000,1.12246904,1.00000000,1.00000000,1.00000000
2.00000000,6.00000000,3.00000000,4.00000000,0.90618572,10.54222917,1.36171620,0.37904900,205.18438115,8711.87671052,0.00000000,1.11682147,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,-3.00000000,4.00000000,0.90536028,10.55186797,1.36206025,0.37905251,163.17616859,6031.49231735,0.00000000,1.11479578,1.00000000,1.00000000,1.00000000
0.00000000,8.00000000,3.00000000,4.00000000,0.90339925,10.57483837,1.36288125,0.37906088,291.21429419,4857.18752750,0.00000000,1.10999062,1.00000000,1.00000000,1.00000000
4.00000000,2.00000000,-5.00000000,4.00000000,0.89255827,10.70365253,1.36751420,0.37910812,398.46907562,6074.63119800,-0.00000000,1.08361480,1.00000000,1.00000000,1.00000000
1.00000000,7.00000000,-4.00000000,4.00000000,0.88932739,10.74265243,1.36892656,0.37912252,377.47738810,5259.51697784,-180.00000000,1.07581576,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-2.00000000,4.00000000,0.87992753,10.85775408,1.37312118,0.37916528,252.94287599,4452.24492974,180.00000000,1.05328621,1.00000000,1.00000000,1.00000000
0.00000000,10.00000000,0.00000000,2.00000000,0.87940000,10.86428696,1.37336043,0.37916772,187.23340674,4338.78761161,0.00000000,0.52601446,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,1.00000000,4.00000000,0.87759013,10.88676019,1.37418443,0.37917612,166.60024141,5138.64842571,180.00000000,1.04772110,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,2.00000000,4.00000000,0.87742755,10.88878349,1.37425869,0.37917688,202.23030181,6127.76775573,0.00000000,1.04733457,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-1.00000000,4.00000000,0.87407249,10.93070625,1.37580008,0.37919259,129.28242597,4485.66144007,180.00000000,1.03937388,1.00000000,1.00000000,1.00000000
1.00000000,1.00000000,5.00000000,4.00000000,0.87327140,10.94076401,1.37617065,0.37919636,109.91385191,4912.95339481,-180.00000000,1.03747762,1.00000000,1.00000000,1.00000000
0.00000000,4.00000000,5.00000000,4.00000000,0.87314697,10.94232790,1.37622830,0.37919695,110.38092544,5073.01505973,0.00000000,1.03718323,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,-4.00000000,4.00000000,0.87201937,10.95652061,1.37675180,0.37920228,155.64928804,7763.10827844,180.00000000,1.03451740,1.00000000,1.00000000,1.00000000
1.00000000,5.00000000,-5.00000000,4.00000000,0.86980523,10.98449663,1.37778544,0.37921282,90.70369668,4672.01559262,180.00000000,1.02929286,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,2.00000000,4.00000000,0.86972031,10.98557249,1.37782524,0.37921322,103.25272191,5357.58722832,0.00000000,1.02909274,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,2.00000000,4.00000000,0.86783068,11.00956642,1.37871368,0.37922228,153.26681880,7556.32945008,180.00000000,1.02464486,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,1.00000000,4.00000000,0.86772199,11.01094983,1.37876495,0.37922280,156.00340955,7475.29838332,0.00000000,1.02438930,1.00000000,1.00000000,1.00000000
2.00000000,4.00000000,4.00000000,4.00000000,0.86761060,11.01236776,1.37881752,0.37922333,117.14254230,5434.92134111,-0.00000000,1.02412745,1.00000000,1.00000000,1.00000000
0.00000000,10.00000000,1.00000000,4.00000000,0.86474777,11.04893853,1.38017524,0.37923717,335.79447199,4916.16341894,0.00000000,1.01740894,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-3.00000000,4.00000000,0.85668812,11.15321387,1.38406834,0.37927683,338.97464233,5250.83763813,180.00000000,0.99861379,1.00000000,1.00000000,1.00000000
3.00000000,5.00000000,-5.00000000,4.00000000,0.85400261,11.18839815,1.38538922,0.37929029,120.74453437,5088.81251690,180.00000000,0.99239026,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,-4.00000000,4.00000000,0.85320007,11.19895594,1.38578630,0.37929433,96.80484065,4440.45485016,-180.00000000,0.99053419,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,2.00000000,4.00000000,0.85027443,11.23761323,1.38724302,0.37930917,131.32403401,5480.94404586,180.00000000,0.98378278,1.00000000,1.00000000,1.00000000
3.00000000,5.00000000,3.00000000,4.00000000,0.85009749,11.23995983,1.38733159,0.37931007,127.38755230,5517.73409107,180.00000000,0.98337520,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-2.00000000,2.00000000,0.84864944,11.25920043,1.38805842,0.37931747,216.61018530,12451.68589639,0.00000000,0.49002143,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,-4.00000000,4.00000000,0.84780642,11.27043231,1.38848322,0.37932180,185.34631398,12068.87682134,-0.00000000,0.97810545,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,-1.00000000,4.00000000,0.84681266,11.28370137,1.38898556,0.37932691,170.84385864,12228.39346561,180.00000000,0.97582411,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,-3.00000000,4.00000000,0.84551268,11.30110649,1.38964526,0.37933363,161.82917739,12014.24108332,180.00000000,0.97284383,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,1.00000000,4.00000000,0.84459013,11.31349103,1.39011523,0.37933842,180.34933129,12351.21369393,180.00000000,0.97073159,1.00000000,1.00000000,1.00000000
2.00000000,0.00000000,-6.00000000,2.00000000,0.84345169,11.32881118,1.39069722,0.37934434,206.42529498,11614.10818814,0.00000000,0.48406413,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,-5.00000000,4.00000000,0.84202938,11.34800990,1.39142753,0.37935178,105.80674777,5444.10752909,0.00000000,0.96488071,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,0.00000000,4.00000000,0.84076996,11.36506449,1.39207721,0.37935840,128.89111661,5357.98847990,180.00000000,0.96200965,1.00000000,1.00000000,1.00000000
1.00000000,3.00000000,5.00000000,4.00000000,0.84073841,11.36549240,1.39209352,0.37935856,285.69331868,11702.84610823,180.00000000,0.96193778,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-3.00000000,2.00000000,0.83638051,11.42490798,1.39436372,0.37938168,427.21485268,6761.35898368,0.00000000,0.47601839,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-1.00000000,2.00000000,0.83453977,11.45019184,1.39533297,0.37939154,161.44977613,6496.29885249,0.00000000,0.47393509,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,-2.00000000,4.00000000,0.83416366,11.45537191,1.39553178,0.37939357,144.92153152,6744.17134214,180.00000000,0.94701994,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-2.00000000,4.00000000,0.83327105,11.46768409,1.39600464,0.37939838,90.29170734,4807.66387960,0.00000000,0.94500368,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,0.00000000,4.00000000,0.83324907,11.46798758,1.39601630,0.37939850,121.86834563,6485.32650613,180.00000000,0.94495406,1.00000000,1.00000000,1.00000000
2.00000000,6.00000000,-5.00000000,4.00000000,0.83187898,11.48693869,1.39674504,0.37940592,103.30017571,4605.59302954,0.00000000,0.94186352,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,-1.00000000,4.00000000,0.83037077,11.50787289,1.39755128,0.37941413,114.95850930,5221.80331515,0.00000000,0.93846730,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,-1.00000000,4.00000000,0.82990516,11.51435104,1.39780103,0.37941667,89.02439856,4330.83501422,0.00000000,0.93742009,1.00000000,1.00000000,1.00000000
4.00000000,0.00000000,3.00000000,2.00000000,0.82873114,11.53071799,1.39843260,0.37942310,79.88247829,4627.46881828,0.00000000,0.46739108,1.00000000,1.00000000,1.00000000
3.00000000,1.00000000,-6.00000000,4.00000000,0.82847427,11.53430533,1.39857113,0.37942451,88.79900999,5255.39344652,180.00000000,0.93420548,1.00000000,1.00000000,1.00000000
2.00000000,2.00000000,-6.00000000,4.00000000,0.82834916,11.53605332,1.39863865,0.37942520,76.11395445,4536.64008944,0.00000000,0.93392468,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,-5.00000000,4.00000000,0.82777436,11.54409104,1.39894922,0.37942836,89.81756164,5392.95952864,180.00000000,0.93263511,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,-2.00000000,4.00000000,0.82677966,11.55802694,1.39948816,0.37943384,64.98258149,3862.43087597,0.00000000,0.93040561,1.00000000,1.00000000,1.00000000
1.00000000,1.00000000,-6.00000000,4.00000000,0.82547554,11.57634924,1.40019761,0.37944106,72.59084780,4442.72417618,-180.00000000,0.92748661,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,0.00000000,4.00000000,0.82543101,11.57697575,1.40022189,0.37944131,93.72405980,5719.18717096,0.00000000,0.92738705,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,-4.00000000,4.00000000,0.82496664,11.58351480,1.40047534,0.37944389,69.47470502,3954.86344896,0.00000000,0.92634881,1.00000000,1.00000000,1.00000000
0.00000000,10.00000000,2.00000000,4.00000000,0.82482830,11.58546414,1.40055092,0.37944466,104.43570744,5739.92993254,0.00000000,0.92603964,1.00000000,1.00000000,1.00000000
3.00000000,1.00000000,4.00000000,4.00000000,0.82402303,11.59682471,1.40099162,0.37944915,109.79505452,4469.15011691,180.00000000,0.92424094,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-3.00000000,4.00000000,0.82164807,11.63046058,1.40229868,0.37946245,226.05714255,5615.12503314,-0.00000000,0.91894631,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-1.00000000,4.00000000,0.81990271,11.65530453,1.40326625,0.37947229,255.20055634,3949.62510464,0.00000000,0.91506501,1.00000000,1.00000000,1.00000000
1.00000000,7.00000000,4.00000000,4.00000000,0.81533635,11.72080890,1.40582621,0.37949834,255.72635632,4842.11290341,-180.00000000,0.90494954,1.00000000,1.00000000,1.00000000
4.00000000,2.00000000,3.00000000,4.00000000,0.81439238,11.73444222,1.40636062,0.37950378,243.77025726,4879.38275793,-0.00000000,0.90286549,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-4.00000000,4.00000000,0.81058461,11.78976036,1.40853471,0.37952590,221.24311439,5454.20818530,180.00000000,0.89448339,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,-2.00000000,4.00000000,0.80990354,11.79970998,1.40892671,0.37952989,125.57087577,3830.67912965,0.00000000,0.89298826,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,0.00000000,4.00000000,0.80949776,11.80564581,1.40916072,0.37953227,182.24212059,5486.93882798,0.00000000,0.89209809,1.00000000,1.00000000,1.00000000
0.00000000,8.00000000,4.00000000,4.00000000,0.80723090,11.83891659,1.41047428,0.37954563,266.15448950,5301.76735382,0.00000000,0.88713335,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-4.00000000,2.00000000,0.80091207,11.93265802,1.41419306,0.37958346,147.90736181,4421.08093513,0.00000000,0.43668387,1.00000000,1.00000000,1.00000000
3.00000000,3.00000000,-6.00000000,4.00000000,0.80054128,11.93820495,1.41441393,0.37958571,201.00530885,7832.97882410,180.00000000,0.87256333,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,-5.00000000,4.00000000,0.79990976,11.94766441,1.41479081,0.37958954,84.18808473,4535.81473949,180.00000000,0.87119413,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,-3.00000000,4.00000000,0.79963474,11.95178854,1.41495520,0.37959121,66.84323793,3953.12177768,0.00000000,0.87059820,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,-3.00000000,4.00000000,0.79856265,11.96789268,1.41559762,0.37959775,58.99883039,4460.56742690,180.00000000,0.86827709,1.00000000,1.00000000,1.00000000
4.00000000,0.00000000,-6.00000000,2.00000000,0.79817028,11.97379742,1.41583337,0.37960014,57.63918717,4646.42244944,0.00000000,0.43371419,1.00000000,1.00000000,1.00000000
0.00000000,6.00000000,5.00000000,4.00000000,0.79801340,11.97615987,1.41592771,0.37960110,94.54004935,7773.52188180,0.00000000,0.86708917,1.00000000,1.00000000,1.00000000
1.00000000,3.00000000,-6.00000000,4.00000000,0.79783478,11.97885089,1.41603521,0.37960220,47.16485192,3946.65454057,180.00000000,0.86670302,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,0.00000000,2.00000000,0.79768825,11.98105942,1.41612344,0.37960309,50.15426371,4238.58489205,0.00000000,0.43319315,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,1.00000000,4.00000000,0.79761234,11.98220379,1.41616917,0.37960356,57.45080644,4872.18915306,0.00000000,0.86622226,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,1.00000000,4.00000000,0.79696002,11.99204737,1.41656264,0.37960756,52.17261278,4345.50890053,180.00000000,0.86481316,1.00000000,1.00000000,1.00000000
3.00000000,3.00000000,4.00000000,4.00000000,0.79652313,11.99864907,1.41682670,0.37961025,98.67716679,7736.77107954,180.00000000,0.86387008,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,3.00000000,4.00000000,0.79587610,12.00843960,1.41721854,0.37961423,67.00557301,4440.83911421,180.00000000,0.86247432,1.00000000,1.00000000,1.00000000
2.00000000,0.00000000,5.00000000,2.00000000,0.79574215,12.01046836,1.41729977,0.37961506,62.11892844,3927.71179312,0.00000000,0.43109276,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,3.00000000,4.00000000,0.79559891,12.01263869,1.41738668,0.37961594,80.78520255,4837.46698954,-0.00000000,0.86187673,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,2.00000000,4.00000000,0.79539486,12.01573189,1.41751058,0.37961720,78.44333582,4319.14002871,0.00000000,0.86143693,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,2.00000000,4.00000000,0.79532282,12.01682422,1.41755434,0.37961765,73.50307826,3923.85415966,180.00000000,0.86128170,1.00000000,1.00000000,1.00000000
2.00000000,6.00000000,4.00000000,4.00000000,0.79378016,12.04026433,1.41849421,0.37962720,154.26724338,4463.82706101,-0.00000000,0.85796080,1.00000000,1.00000000,1.00000000
0.00000000,0.00000000,6.00000000,2.00000000,0.79283194,12.05471774,1.41907457,0.37963311,191.30185502,4666.01893330,0.00000000,0.42796138,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,-2.00000000,4.00000000,0.79171192,12.07183465,1.41976268,0.37964010,172.34353624,3980.16076478,0.00000000,0.85351860,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,-2.00000000,4.00000000,0.79010649,12.09645498,1.42075397,0.37965018,135.40346766,3630.70984985,-180.00000000,0.85007843,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,0.00000000,4.00000000,0.78852987,12.12073176,1.42173320,0.37966014,108.07575160,4523.71390923,180.00000000,0.84670677,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,1.00000000,4.00000000,0.78841299,12.12253523,1.42180602,0.37966088,117.12091464,5001.61356138,180.00000000,0.84645710,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-4.00000000,4.00000000,0.78794727,12.12972716,1.42209649,0.37966383,103.79436340,4607.30481200,0.00000000,0.84546259,1.00000000,1.00000000,1.00000000
2.00000000,4.00000000,-6.00000000,4.00000000,0.78748671,12.13684798,1.42238424,0.37966676,85.87813948,3785.87167168,0.00000000,0.84447965,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,-1.00000000,4.00000000,0.78585946,12.16207388,1.42340484,0.37967713,105.43068995,5155.86082110,180.00000000,0.84101141,1.00000000,1.00000000,1.00000000
4.00000000,2.00000000,-6.00000000,4.00000000,0.78533606,12.17021018,1.42373443,0.37968049,93.42069009,4714.07485306,0.00000000,0.83989737,1.00000000,1.00000000,1.00000000
1.00000000,5.00000000,5.00000000,4.00000000,0.78527711,12.17112721,1.42377159,0.37968086,94.56407500,4765.79155456,180.00000000,0.83977195,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,-1.00000000,4.00000000,0.78507064,12.17434024,1.42390181,0.37968219,63.90024296,3179.64199633,180.00000000,0.83933273,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,0.00000000,4.00000000,0.78487690,12.17735677,1.42402409,0.37968343,85.55949919,4161.88355755,0.00000000,0.83892069,1.00000000,1.00000000,1.00000000
2.00000000,2.00000000,5.00000000,4.00000000,0.78302286,12.20629976,1.42519875,0.37969537,111.00515927,4287.50302655,-0.00000000,0.83498274,1.00000000,1.00000000,1.00000000
1.00000000,7.00000000,-5.00000000,4.00000000,0.78275383,12.21051088,1.42536986,0.37969711,138.02583405,5268.56649441,180.00000000,0.83441211,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,-3.00000000,4.00000000,0.78172248,12.22668190,1.42602746,0.37970380,152.55449837,5300.24585847,0.00000000,0.83222633,1.00000000,1.00000000,1.00000000
0.00000000,2.00000000,6.00000000,4.00000000,0.78024949,12.24985227,1.42697105,0.37971339,201.04005989,4381.34587243,0.00000000,0.82910956,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,-1.00000000,4.00000000,0.78021893,12.25033387,1.42699068,0.37971359,163.23769591,3486.32979041,0.00000000,0.82904496,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,3.00000000,4.00000000,0.77546610,12.32570614,1.43007138,0.37974490,285.88297889,4870.47434780,0.00000000,0.81902871,1.00000000,1.00000000,1.00000000
4.00000000,6.00000000,-5.00000000,4.00000000,0.77404866,12.34836472,1.43100083,0.37975435,225.64286937,6944.53512511,0.00000000,0.81605340,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,-3.00000000,4.00000000,0.77315295,12.36272629,1.43159074,0.37976034,104.36316518,3580.51088193,180.00000000,0.81417604,1.00000000,1.00000000,1.00000000
1.00000000,9.00000000,-4.00000000,4.00000000,0.77193858,12.38225064,1.43239369,0.37976850,162.73799612,6868.39781573,180.00000000,0.81163427,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,-5.00000000,4.00000000,0.77117719,12.39452355,1.43289902,0.37977364,73.52617390,3497.48027320,-180.00000000,0.81004267,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,1.00000000,4.00000000,0.77095123,12.39817052,1.43304926,0.37977516,114.34885996,5495.00354955,180.00000000,0.80957063,1.00000000,1.00000000,1.00000000
5.00000000,3.00000000,2.00000000,4.00000000,0.77051332,12.40524449,1.43334081,0.37977813,144.25059036,6760.29010128,180.00000000,0.80865620,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,-3.00000000,4.00000000,0.77025626,12.40940087,1.43351217,0.37977987,100.01138822,4495.66488747,0.00000000,0.80811965,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,1.00000000,4.00000000,0.76918791,12.42670446,1.43422616,0.37978712,135.98053793,4223.84685967,0.00000000,0.80589170,1.00000000,1.00000000,1.00000000
0.00000000,10.00000000,3.00000000,4.00000000,0.76904756,12.42898120,1.43432018,0.37978808,150.58898980,4328.88242849,0.00000000,0.80559924,1.00000000,1.00000000,1.00000000
3.00000000,7.00000000,3.00000000,4.00000000,0.76829801,12.44115484,1.43482311,0.37979319,243.99870255,3932.78115384,-180.00000000,0.80403823,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,0.00000000,4.00000000,0.76139153,12.55445845,1.43952540,0.37984096,428.43964203,5043.79470303,180.00000000,0.78972659,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,-2.00000000,4.00000000,0.76136968,12.55482024,1.43954048,0.37984112,333.50032954,3917.43019621,-180.00000000,0.78968151,1.00000000,1.00000000,1.00000000
4.00000000,8.00000000,-4.00000000,4.00000000,0.75521327,12.65758229,1.44383869,0.37988478,429.97953560,4676.36609520,0.00000000,0.77703348,1.00000000,1.00000000,1.00000000
2.00000000,10.00000000,2.00000000,4.00000000,0.75283452,12.69774089,1.44552702,0.37990193,125.75804560,3610.00255348,0.00000000,0.77217399,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,-4.00000000,4.00000000,0.75253154,12.70287434,1.44574319,0.37990412,151.84214112,4954.76511850,-0.00000000,0.77155612,1.00000000,1.00000000,1.00000000
3.00000000,5.00000000,-6.00000000,4.00000000,0.75222394,12.70809012,1.44596290,0.37990635,135.80698795,4859.20333587,180.00000000,0.77092912,1.00000000,1.00000000,1.00000000
5.00000000,5.00000000,-5.00000000,4.00000000,0.75169993,12.71698551,1.44633781,0.37991016,104.56873987,4037.65635316,-180.00000000,0.76986155,1.00000000,1.00000000,1.00000000
4.00000000,4.00000000,-6.00000000,4.00000000,0.75025583,12.74156445,1.44737495,0.37992069,113.49111252,5033.97431586,-0.00000000,0.76692336,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,-5.00000000,2.00000000,0.75021848,12.74220146,1.44740185,0.37992097,97.11455125,4323.50617518,0.00000000,0.38342372,1.00000000,1.00000000,1.00000000
1.00000000,5.00000000,-6.00000000,4.00000000,0.74997718,12.74631812,1.44757575,0.37992273,79.95258103,3626.64735224,180.00000000,0.76635706,1.00000000,1.00000000,1.00000000
6.00000000,4.00000000,0.00000000,4.00000000,0.74985547,12.74839570,1.44766353,0.37992362,97.61350069,4451.09647994,-0.00000000,0.76610976,1.00000000,1.00000000,1.00000000
3.00000000,5.00000000,4.00000000,4.00000000,0.74888738,12.76494400,1.44836317,0.37993073,101.18630238,4297.67084710,180.00000000,0.76414428,1.00000000,1.00000000,1.00000000
2.00000000,4.00000000,5.00000000,4.00000000,0.74823820,12.77606515,1.44883382,0.37993551,114.51173872,4326.83751346,0.00000000,0.76282768,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,-4.00000000,4.00000000,0.74795607,12.78090431,1.44903873,0.37993759,119.46167431,4301.13865292,180.00000000,0.76225586,1.00000000,1.00000000,1.00000000
5.00000000,1.00000000,-6.00000000,4.00000000,0.74627405,12.80983163,1.45026511,0.37995004,103.73591478,3509.46663730,-180.00000000,0.75885117,1.00000000,1.00000000,1.00000000
6.00000000,0.00000000,1.00000000,2.00000000,0.74625165,12.81021768,1.45028149,0.37995021,130.46702138,4403.99454966,0.00000000,0.37940295,1.00000000,1.00000000,1.00000000
3.00000000,9.00000000,2.00000000,4.00000000,0.74598268,12.81485579,1.45047836,0.37995221,137.33991347,4429.73457056,180.00000000,0.75826219,1.00000000,1.00000000,1.00000000
0.00000000,4.00000000,6.00000000,4.00000000,0.74581715,12.81771196,1.45059963,0.37995344,150.14771540,4624.39694185,0.00000000,0.75792767,1.00000000,1.00000000,1.00000000
2.00000000,8.00000000,-5.00000000,4.00000000,0.74388965,12.85106381,1.45201750,0.37996784,310.30786262,3481.15018840,-0.00000000,0.75403791,1.00000000,1.00000000,1.00000000
1.00000000,1.00000000,6.00000000,4.00000000,0.73974943,12.92329412,1.45509965,0.37999913,186.99879510,4099.31691533,180.00000000,0.74571686,1.00000000,1.00000000,1.00000000
6.00000000,2.00000000,-5.00000000,4.00000000,0.73953132,12.92712184,1.45526342,0.38000079,130.89302216,3337.83066413,0.00000000,0.74527979,1.00000000,1.00000000,1.00000000
5.00000000,7.00000000,-4.00000000,4.00000000,0.73875705,12.94072818,1.45584593,0.38000671,179.77060594,4688.41271355,-180.00000000,0.74372928,1.00000000,1.00000000,1.00000000
1.00000000,11.00000000,2.00000000,4.00000000,0.73620502,12.98577959,1.45777864,0.38002632,194.38358902,4357.60210179,180.00000000,0.73863017,1.00000000,1.00000000,1.00000000
