two_theta	y_obs	y_weights	y_calc	y_diff	y_bkg	q_values	d_spacings
13.78966296	83.51854960	0.01197339	3239.56897073	-3156.05042113	14.50217652	9.06041238	0.69347675
13.79337970	82.45413717	0.01212795	3534.74693005	-3452.29279288	14.50658785	9.06284264	0.69329079
13.79709644	81.51097870	0.01226829	3860.92492449	-3779.41394579	14.51100030	9.06527289	0.69310493
13.80081318	80.74718730	0.01238433	4244.24930037	-4163.50211307	14.51541388	9.06770313	0.69291917
13.80452992	80.18154653	0.01247170	4695.36241001	-4615.18086348	14.51982859	9.07013335	0.69273351
13.80824666	79.82970937	0.01252666	5204.72868084	-5124.89897147	14.52424442	9.07256357	0.69254795
13.81196341	79.68933105	0.01254873	5742.42598320	-5662.73665215	14.52866140	9.07499379	0.69236249
13.81568015	79.74005890	0.01254075	6266.30012660	-6186.56006770	14.53307949	9.07742399	0.69217713
13.81939689	79.94226329	0.01250903	6733.65097447	-6653.70871118	14.53749870	9.07985418	0.69199187
13.82311363	80.27388000	0.01245735	7103.12169113	-7022.84781113	14.54191905	9.08228436	0.69180672
13.82683037	80.68473562	0.01239392	7331.07476410	-7250.39002848	14.54634052	9.08471453	0.69162166
13.83054711	81.13819631	0.01232465	7372.24733899	-7291.10914268	14.55076312	9.08714469	0.69143670
13.83426385	81.59700775	0.01225535	7183.26052108	-7101.66351333	14.55518685	9.08957484	0.69125184
13.83798060	82.01116943	0.01219346	6738.27984243	-6656.26867300	14.55961172	9.09200499	0.69106708
13.84169734	82.32573700	0.01214687	6052.21209669	-5969.88635969	14.56403770	9.09443512	0.69088242
13.84541408	82.51915995	0.01211840	5192.32501615	-5109.80585620	14.56846481	9.09686525	0.69069785
13.84913082	82.59953054	0.01210661	4268.84084118	-4186.24131064	14.57289305	9.09929536	0.69051339
13.85284756	82.54490407	0.01211462	3408.46095037	-3325.91604630	14.57732242	9.10172547	0.69032903
13.85656430	82.34646606	0.01214381	2721.88043959	-2639.53397353	14.58175291	9.10415556	0.69014477
13.86028104	81.99185944	0.01219633	2281.09066115	-2199.09880171	14.58618453	9.10658564	0.68996060
13.86399779	81.51188405	0.01226815	2109.50445636	-2027.99257231	14.59061729	9.10901573	0.68977654
13.86771453	80.92659251	0.01235688	2181.41418216	-2100.48758965	14.59505116	9.11144579	0.68959257
13.87143127	80.26775614	0.01245830	2428.82621467	-2348.55845853	14.59948617	9.11387585	0.68940870
13.87514801	79.59996287	0.01256282	2754.93228884	-2675.33232597	14.60392230	9.11630589	0.68922493
13.87886475	78.96613566	0.01266366	3054.99362423	-2976.02748857	14.60835956	9.11873593	0.68904126
13.88258149	78.41174825	0.01275319	3241.39191925	-3162.98017100	14.61279794	9.12116596	0.68885769
13.88629823	77.99693298	0.01282102	3269.96482183	-3191.96788885	14.61723746	9.12359598	0.68867422
13.89001497	77.73019918	0.01286501	3154.96527779	-3077.23507861	14.62167810	9.12602598	0.68849084
13.89373172	77.56926473	0.01289170	2954.61613520	-2877.04687047	14.62611988	9.12845599	0.68830756
13.89744846	77.50563558	0.01290229	2734.53120478	-2657.02556920	14.63056277	9.13088598	0.68812439
13.90116520	77.50480652	0.01290243	2538.74414315	-2461.23933663	14.63500680	9.13331596	0.68794131
13.90488194	77.47206116	0.01290788	2379.41578240	-2301.94372124	14.63945195	9.13574593	0.68775832
13.90859868	77.37241618	0.01292450	2244.95085135	-2167.57843517	14.64389823	9.13817589	0.68757544
13.91231542	77.22864532	0.01294856	2122.36599364	-2045.13734832	14.64834563	9.14060584	0.68739265
13.91603216	77.00765483	0.01298572	2016.61086195	-1939.60320712	14.65279417	9.14303578	0.68720997
13.91974891	76.66815440	0.01304323	1948.65085985	-1871.98270545	14.65724384	9.14546572	0.68702738
13.92346565	76.28500112	0.01310874	1938.53786999	-1862.25286887	14.66169463	9.14789564	0.68684488
13.92718239	75.94769033	0.01316696	1990.45285848	-1914.50516815	14.66614654	9.15032555	0.68666249
13.93089913	75.67829132	0.01321383	2085.27705457	-2009.59876325	14.67059959	9.15275545	0.68648019
13.93461587	75.43493144	0.01325646	2184.61427731	-2109.17934587	14.67505376	9.15518535	0.68629799
13.93833261	75.22273254	0.01329385	2245.08184421	-2169.85911167	14.67950906	9.15761523	0.68611589
13.94204935	75.10353597	0.01331495	2234.36572573	-2159.26218976	14.68396548	9.16004510	0.68593388
13.94576609	75.07898966	0.01331931	2142.96993830	-2067.89094864	14.68842304	9.16247497	0.68575198
13.94948284	75.10189565	0.01331524	1990.04867249	-1914.94677684	14.69288173	9.16490483	0.68557016
13.95319958	75.17689006	0.01330196	1819.71675815	-1744.53986809	14.69734154	9.16733467	0.68538845
13.95691632	75.30347951	0.01327960	1686.12355560	-1610.82007609	14.70180248	9.16976451	0.68520683
13.96063306	75.45327504	0.01325324	1634.84930058	-1559.39602554	14.70626454	9.17219433	0.68502531
13.96434980	75.59697469	0.01322804	1689.54268099	-1613.94570630	14.71072773	9.17462415	0.68484389
13.96806654	75.72088623	0.01320640	1845.48494609	-1769.76405986	14.71519205	9.17705395	0.68466257
13.97178328	75.82574463	0.01318813	2070.67436721	-1994.84862258	14.71965750	9.17948375	0.68448134
13.97550003	75.92058563	0.01317166	2314.24246595	-2238.32188032	14.72412408	9.18191354	0.68430020
13.97921677	75.96787516	0.01316346	2518.21658583	-2442.24871067	14.72859178	9.18434332	0.68411917
13.98293351	75.94169617	0.01316800	2628.33574514	-2552.39404897	14.73306061	9.18677309	0.68393823
13.98665025	75.87269084	0.01317997	2606.69672818	-2530.82403734	14.73753057	9.18920284	0.68375738
13.99036699	75.74702962	0.01320184	2444.99754598	-2369.25051636	14.74200165	9.19163259	0.68357664
13.99408373	75.57185364	0.01323244	2167.33227066	-2091.76041702	14.74647387	9.19406233	0.68339599
13.99780047	75.40392303	0.01326191	1822.03290410	-1746.62898107	14.75094721	9.19649206	0.68321543
14.00151721	75.26784261	0.01328589	1467.82201504	-1392.55417243	14.75542167	9.19892178	0.68303498
14.00523396	75.13155365	0.01330999	1158.03726028	-1082.90570663	14.75989728	9.20135149	0.68285461
14.00895070	74.97298686	0.01333814	929.68997256	-854.71698570	14.76437400	9.20378119	0.68267435
14.01266744	74.81186422	0.01336686	799.44972765	-724.63786343	14.76885185	9.20621088	0.68249418
14.01638418	74.67299398	0.01339172	765.24764647	-690.57465249	14.77333083	9.20864056	0.68231410
