h,k,l,multiplicity,d_spacing,2theta,F_obs_squared,F_calc_squared,I_no_scale_pks,I_after_scale_pks,phase
2.00000000,6.00000000,-7.00000000,4.00000000,0.65126531,14.68820800,6483.30889425,6583.57058803,0.00443539,0.27050272,Li4MgWO6_SG12
2.00000000,6.00000000,-6.00000000,4.00000000,0.73547153,12.99878600,10446.43599094,10197.84298430,0.00687035,0.53325119,Li4MgWO6_SG12
2.00000000,6.00000000,-5.00000000,4.00000000,0.83694526,11.41717300,4860.19962436,5094.95650171,0.00343250,0.34446757,Li4MgWO6_SG12
2.00000000,6.00000000,-4.00000000,4.00000000,0.95592233,9.99228430,5689.62616415,5995.94630278,0.00403950,0.52840870,Li4MgWO6_SG12
2.00000000,6.00000000,-3.00000000,4.00000000,1.08532090,8.79843690,10847.59465514,11293.64446483,0.00760860,1.28345260,Li4MgWO6_SG12
2.00000000,6.00000000,-2.00000000,4.00000000,1.20262330,7.93879780,23027.60424949,22839.82351225,0.01538733,3.19335010,Li4MgWO6_SG12
2.00000000,6.00000000,-1.00000000,4.00000000,1.26822130,7.52756020,10367.47687551,10754.76021063,0.00724555,1.67810200,Li4MgWO6_SG12
2.00000000,6.00000000,0.00000000,4.00000000,1.25007490,7.63699300,7518.00085169,7473.85562774,0.00503518,1.13748140,Li4MgWO6_SG12
2.00000000,6.00000000,1.00000000,4.00000000,1.15782050,8.24651700,8888.64231667,9453.56905865,0.00636893,1.23787280,Li4MgWO6_SG12
2.00000000,6.00000000,2.00000000,4.00000000,1.03149710,9.25851810,18243.56661631,18007.19495899,0.01213156,1.87454720,Li4MgWO6_SG12
2.00000000,6.00000000,3.00000000,4.00000000,0.90475753,10.55891800,9207.89277180,9191.24634010,0.00619220,0.73680265,Li4MgWO6_SG12
2.00000000,6.00000000,4.00000000,4.00000000,0.79274415,12.05605800,4871.73948520,5041.93866369,0.00339678,0.31052863,Li4MgWO6_SG12
2.00000000,6.00000000,5.00000000,4.00000000,0.69865069,13.68705200,3780.67165775,3920.08084608,0.00264098,0.18769398,Li4MgWO6_SG12
2.00000000,6.00000000,6.00000000,4.00000000,0.62088590,15.41115000,7063.39915570,7159.24215741,0.00482322,0.27105707,Li4MgWO6_SG12
2.00000000,8.00000000,-6.00000000,4.00000000,0.67247871,14.22243300,4239.04025699,4158.06902491,0.00280132,0.18240927,Li4MgWO6_SG12
2.00000000,8.00000000,-5.00000000,4.00000000,0.74740045,12.79044500,3896.81779219,3814.99440814,0.00257018,0.20651405,Li4MgWO6_SG12
2.00000000,8.00000000,-4.00000000,4.00000000,0.82848182,11.53420000,4428.69022303,4485.47850090,0.00302189,0.29826760,Li4MgWO6_SG12
2.00000000,8.00000000,-3.00000000,4.00000000,0.90852001,10.51506600,6616.91185307,6615.58605208,0.00445696,0.52936707,Li4MgWO6_SG12
2.00000000,8.00000000,-2.00000000,4.00000000,0.97405286,9.80583330,7826.84530568,7551.37467663,0.00508741,0.69570852,Li4MgWO6_SG12
2.00000000,8.00000000,-1.00000000,4.00000000,1.00793870,9.47540480,6580.87402954,6636.12261376,0.00447080,0.65621797,Li4MgWO6_SG12
2.00000000,8.00000000,0.00000000,4.00000000,0.99875662,9.56271890,5294.14662933,5227.88374446,0.00352206,0.50885008,Li4MgWO6_SG12
2.00000000,8.00000000,1.00000000,4.00000000,0.94978649,10.05700200,5731.74141335,5771.41643769,0.00388824,0.50904949,Li4MgWO6_SG12
2.00000000,8.00000000,2.00000000,4.00000000,0.87623951,10.90359200,6542.21633633,6555.51323558,0.00441649,0.49282730,Li4MgWO6_SG12
2.00000000,8.00000000,3.00000000,4.00000000,0.79450538,12.02923400,5508.77708413,5935.17870289,0.00399857,0.36721020,Li4MgWO6_SG12
2.00000000,8.00000000,4.00000000,4.00000000,0.71541786,13.36479000,3887.08555276,3854.56572635,0.00259684,0.19354691,Li4MgWO6_SG12
2.00000000,8.00000000,5.00000000,4.00000000,0.64398632,14.85516000,2876.31846926,2946.35020817,0.00198497,0.12000289,Li4MgWO6_SG12
2.00000000,10.00000000,-5.00000000,4.00000000,0.66573162,14.36733200,3748.75862143,3885.83162720,0.00261791,0.16753580,Li4MgWO6_SG12
2.00000000,10.00000000,-4.00000000,4.00000000,0.72111093,13.25880100,5476.24206891,5635.48988601,0.00379666,0.28504535,Li4MgWO6_SG12
2.00000000,10.00000000,-3.00000000,4.00000000,0.77204999,12.38045700,5121.37081354,5030.68287827,0.00338920,0.29184404,Li4MgWO6_SG12
2.00000000,10.00000000,-2.00000000,4.00000000,0.81106837,11.78270400,4188.32571307,4218.85817370,0.00284227,0.27043938,Li4MgWO6_SG12
2.00000000,10.00000000,-1.00000000,4.00000000,0.83032064,11.50857000,4601.05512747,4734.70394036,0.00318980,0.31860147,Li4MgWO6_SG12
2.00000000,10.00000000,0.00000000,4.00000000,0.82516499,11.58072100,6361.83602233,6341.47521022,0.00427229,0.42215690,Li4MgWO6_SG12
2.00000000,10.00000000,1.00000000,4.00000000,0.79689740,11.99299300,5204.32031097,5656.16700335,0.00381059,0.35171137,Li4MgWO6_SG12
2.00000000,10.00000000,2.00000000,4.00000000,0.75194586,12.71280900,4381.56077045,4187.36818136,0.00282105,0.23212067,Li4MgWO6_SG12
2.00000000,10.00000000,3.00000000,4.00000000,0.69837146,13.69255000,3450.89470075,3584.57112678,0.00241495,0.17158235,Li4MgWO6_SG12
2.00000000,10.00000000,4.00000000,4.00000000,0.64282960,14.88204200,4032.35032234,4133.25591790,0.00278460,0.16780444,Li4MgWO6_SG12
2.00000000,12.00000000,-4.00000000,4.00000000,0.63336530,15.10571000,3289.73358882,3357.24627718,0.00226180,0.13148687,Li4MgWO6_SG12
2.00000000,12.00000000,-3.00000000,4.00000000,0.66704775,14.33883500,5520.11207700,5647.87345595,0.00380501,0.24545047,Li4MgWO6_SG12
2.00000000,12.00000000,-2.00000000,4.00000000,0.69173184,13.82461700,8988.08296115,9194.66982832,0.00619450,0.43007401,Li4MgWO6_SG12
2.00000000,12.00000000,-1.00000000,4.00000000,0.70355951,13.59110400,4948.26973932,4950.34497708,0.00333508,0.23980593,Li4MgWO6_SG12
2.00000000,12.00000000,0.00000000,4.00000000,0.70041474,13.65241500,3863.42185322,3963.90204006,0.00267050,0.19054296,Li4MgWO6_SG12
2.00000000,12.00000000,1.00000000,4.00000000,0.68287786,14.00475500,5202.73196690,5051.03373789,0.00340291,0.23107169,Li4MgWO6_SG12
2.00000000,12.00000000,2.00000000,4.00000000,0.65395265,14.62751800,8279.19181524,8444.59765994,0.00568918,0.35468020,Li4MgWO6_SG12
2.00000000,12.00000000,3.00000000,4.00000000,0.61779083,15.48883000,4656.34722508,4727.35164544,0.00318484,0.17739215,Li4MgWO6_SG12
3.00000000,1.00000000,-8.00000000,4.00000000,0.63627777,15.03616500,3386.69233072,3500.64620406,0.00235841,0.13653311,Li4MgWO6_SG12
3.00000000,1.00000000,-7.00000000,4.00000000,0.72465989,13.19357800,5195.59826985,5290.30487181,0.00356411,0.26668256,Li4MgWO6_SG12
3.00000000,1.00000000,-6.00000000,4.00000000,0.83730526,11.41224800,5416.39856341,5697.86973354,0.00383869,0.38209928,Li4MgWO6_SG12
3.00000000,1.00000000,-5.00000000,4.00000000,0.98232201,9.72308860,5608.87211567,5436.58522464,0.00366266,0.50003147,Li4MgWO6_SG12
3.00000000,1.00000000,-4.00000000,4.00000000,1.16712260,8.18067930,6390.20620788,6742.71326593,0.00454261,0.87268039,Li4MgWO6_SG12
3.00000000,1.00000000,-3.00000000,4.00000000,1.38704100,6.88190510,10260.36905999,10110.21200520,0.00681131,1.84501810,Li4MgWO6_SG12
3.00000000,1.00000000,-2.00000000,4.00000000,1.59454400,5.98546470,11213.89151797,11671.32354921,0.00786304,2.82152020,Li4MgWO6_SG12
3.00000000,1.00000000,-1.00000000,4.00000000,1.67911580,5.68374130,10156.56117374,9858.15916956,0.00664150,2.66485040,Li4MgWO6_SG12
3.00000000,1.00000000,0.00000000,4.00000000,1.57345010,6.06578120,8504.13017513,8615.71891988,0.00580446,2.06665550,Li4MgWO6_SG12
3.00000000,1.00000000,1.00000000,4.00000000,1.35955140,7.02122700,9435.96694090,8908.04818936,0.00600140,1.60666370,Li4MgWO6_SG12
3.00000000,1.00000000,2.00000000,4.00000000,1.14260110,8.35655380,8196.85408154,8257.28474938,0.00556298,1.05546730,Li4MgWO6_SG12
3.00000000,1.00000000,3.00000000,4.00000000,0.96279429,9.92078490,6269.07035481,6582.16630556,0.00443444,0.59830197,Li4MgWO6_SG12
3.00000000,1.00000000,4.00000000,4.00000000,0.82214752,11.62337100,5162.32082798,5051.91078747,0.00340350,0.33516914,Li4MgWO6_SG12
3.00000000,1.00000000,5.00000000,4.00000000,0.71283615,13.41341500,4234.33935383,4161.22258784,0.00280344,0.20775316,Li4MgWO6_SG12
3.00000000,1.00000000,6.00000000,4.00000000,0.62691716,15.26200000,3525.55272157,3577.17940034,0.00240997,0.13831347,Li4MgWO6_SG12
3.00000000,3.00000000,-8.00000000,4.00000000,0.62334096,15.35008600,2489.89874590,2529.37397987,0.00170405,0.09478754,Li4MgWO6_SG12
3.00000000,3.00000000,-7.00000000,4.00000000,0.70571891,13.54932200,3885.79059781,3862.98658328,0.00260252,0.18494814,Li4MgWO6_SG12
3.00000000,3.00000000,-6.00000000,4.00000000,0.80846228,11.82082000,8736.95460362,8825.17677238,0.00594557,0.55278198,Li4MgWO6_SG12
3.00000000,3.00000000,-5.00000000,4.00000000,0.93662403,10.19870600,14686.87186693,15736.77167476,0.01060196,1.31926520,Li4MgWO6_SG12
3.00000000,3.00000000,-4.00000000,4.00000000,1.09257920,8.73987230,7459.83905486,7456.72835052,0.00502364,0.84883392,Li4MgWO6_SG12
3.00000000,3.00000000,-3.00000000,4.00000000,1.26656060,7.53744430,6912.59298802,7151.74391782,0.00481817,1.09360700,Li4MgWO6_SG12
3.00000000,3.00000000,-2.00000000,4.00000000,1.41862720,6.72849870,13138.18732419,13831.33353276,0.00931825,2.66122150,Li4MgWO6_SG12
3.00000000,3.00000000,-1.00000000,4.00000000,1.47719590,6.46143430,30969.62460074,30274.96992876,0.02039643,6.35966110,Li4MgWO6_SG12
3.00000000,3.00000000,0.00000000,4.00000000,1.40371140,6.80007900,12152.33594774,13231.79277202,0.00891434,2.53011490,Li4MgWO6_SG12
3.00000000,3.00000000,1.00000000,4.00000000,1.24552690,7.66492060,7653.40041967,7584.92989480,0.00511001,1.14849260,Li4MgWO6_SG12
3.00000000,3.00000000,2.00000000,4.00000000,1.07238440,8.90478800,7602.65610532,7872.24256498,0.00530358,0.88636339,Li4MgWO6_SG12
3.00000000,3.00000000,3.00000000,4.00000000,0.91965110,10.38744400,14083.81400675,14713.54444036,0.00991260,1.22030480,Li4MgWO6_SG12
3.00000000,3.00000000,4.00000000,4.00000000,0.79479264,12.02487000,7555.72847880,8180.50062305,0.00551125,0.50729859,Li4MgWO6_SG12
3.00000000,3.00000000,5.00000000,4.00000000,0.69478455,13.76358100,4091.67496406,4333.86104549,0.00291975,0.20560178,Li4MgWO6_SG12
3.00000000,5.00000000,-7.00000000,4.00000000,0.67190466,14.23464700,4174.65579493,4086.44743206,0.00275306,0.17780030,Li4MgWO6_SG12
3.00000000,5.00000000,-6.00000000,4.00000000,0.75872116,12.59882300,5666.51601961,5448.76760543,0.00367087,0.30155780,Li4MgWO6_SG12
3.00000000,5.00000000,-5.00000000,4.00000000,0.86159248,11.08952800,5571.17264566,5551.40793939,0.00374002,0.39545474,Li4MgWO6_SG12
3.00000000,5.00000000,-4.00000000,4.00000000,0.97828224,9.76333690,5835.93708005,5653.03369158,0.00380848,0.51868223,Li4MgWO6_SG12
3.00000000,5.00000000,-3.00000000,4.00000000,1.09727590,8.70239040,6627.16927690,6573.59100496,0.00442867,0.75933757,Li4MgWO6_SG12
3.00000000,5.00000000,-2.00000000,4.00000000,1.19176440,8.01125010,8628.39976515,8501.07492722,0.00572722,1.16187010,Li4MgWO6_SG12
3.00000000,5.00000000,-1.00000000,4.00000000,1.22586010,7.78807920,9169.67891793,8994.29290436,0.00605951,1.30722370,Li4MgWO6_SG12
3.00000000,5.00000000,0.00000000,4.00000000,1.18288010,8.07152010,7726.36409415,7885.91100223,0.00531279,1.07305500,Li4MgWO6_SG12
3.00000000,5.00000000,1.00000000,4.00000000,1.08351400,8.81313830,6051.77187019,6276.06586764,0.00422822,0.71960278,Li4MgWO6_SG12
3.00000000,5.00000000,2.00000000,4.00000000,0.96370570,9.91137890,5714.30639155,5989.26255839,0.00403500,0.54469967,Li4MgWO6_SG12
3.00000000,5.00000000,3.00000000,4.00000000,0.84832538,11.26351500,5598.08175181,5922.17729991,0.00398981,0.41803564,Li4MgWO6_SG12
3.00000000,5.00000000,4.00000000,4.00000000,0.74738847,12.79065100,5313.59173033,5201.74011115,0.00350444,0.28535383,Li4MgWO6_SG12
3.00000000,5.00000000,5.00000000,4.00000000,0.66244749,14.43893700,3607.82156207,3652.99275384,0.00246104,0.15762564,Li4MgWO6_SG12
3.00000000,7.00000000,-7.00000000,4.00000000,0.62921355,15.20596900,4743.23173659,4812.93544135,0.00324250,0.18424622,Li4MgWO6_SG12
3.00000000,7.00000000,-6.00000000,4.00000000,0.69878561,13.68439600,4041.84072878,4187.49255466,0.00282114,0.19735080,Li4MgWO6_SG12
3.00000000,7.00000000,-5.00000000,4.00000000,0.77665098,12.30682900,3835.23686363,3657.11241668,0.00246382,0.21266399,Li4MgWO6_SG12
3.00000000,7.00000000,-4.00000000,4.00000000,0.85886275,11.12488500,4920.24258935,4974.59656987,0.00335142,0.35370305,Li4MgWO6_SG12
3.00000000,7.00000000,-3.00000000,4.00000000,0.93604099,10.20507600,7217.98657084,7682.17751347,0.00517553,0.64952476,Li4MgWO6_SG12
3.00000000,7.00000000,-2.00000000,4.00000000,0.99265766,9.62161090,7540.76377498,7451.82140859,0.00502034,0.71037354,Li4MgWO6_SG12
3.00000000,7.00000000,-1.00000000,4.00000000,1.01210280,9.43633170,5778.34661901,5703.22690056,0.00384230,0.56722064,Li4MgWO6_SG12
3.00000000,7.00000000,0.00000000,4.00000000,0.98750609,9.67192370,5435.78423245,5366.76049736,0.00361562,0.51003947,Li4MgWO6_SG12
3.00000000,7.00000000,1.00000000,4.00000000,0.92745404,10.29981500,6268.60726451,6778.62606574,0.00456680,0.57002503,Li4MgWO6_SG12
3.00000000,7.00000000,2.00000000,4.00000000,0.84894863,11.25522000,6012.45948322,6380.60926981,0.00429865,0.45058212,Li4MgWO6_SG12
3.00000000,7.00000000,3.00000000,4.00000000,0.76689158,12.46406200,4926.84114328,4699.48186336,0.00316607,0.27125385,Li4MgWO6_SG12
3.00000000,7.00000000,4.00000000,4.00000000,0.68990198,13.86146500,3494.53626161,3511.34997666,0.00236562,0.16424660,Li4MgWO6_SG12
3.00000000,7.00000000,5.00000000,4.00000000,0.62142679,15.39765500,3489.11041042,3538.48759140,0.00238390,0.13447352,Li4MgWO6_SG12
3.00000000,9.00000000,-6.00000000,4.00000000,0.63728155,15.01234500,5730.40546846,5957.36383565,0.00401351,0.23447318,Li4MgWO6_SG12
3.00000000,9.00000000,-5.00000000,4.00000000,0.69467483,13.76576500,8846.25303421,9359.02926879,0.00630523,0.43739088,Li4MgWO6_SG12
3.00000000,9.00000000,-4.00000000,4.00000000,0.75163993,12.71800500,4932.43561631,4719.01030667,0.00317923,0.25823310,Li4MgWO6_SG12
3.00000000,9.00000000,-3.00000000,4.00000000,0.80174883,11.92015900,4689.34804894,4763.96042206,0.00320951,0.29693466,Li4MgWO6_SG12
3.00000000,9.00000000,-2.00000000,4.00000000,0.83647266,11.42364500,7319.34692204,7635.42518005,0.00514403,0.51905252,Li4MgWO6_SG12
3.00000000,9.00000000,-1.00000000,4.00000000,0.84800887,11.26773300,12676.33791599,13383.67169635,0.00901666,0.93747733,Li4MgWO6_SG12
3.00000000,9.00000000,0.00000000,4.00000000,0.83338324,11.46613500,6641.36506995,6822.05725730,0.00459606,0.46274888,Li4MgWO6_SG12
3.00000000,9.00000000,1.00000000,4.00000000,0.79633307,12.00152300,4366.15295160,4766.04344095,0.00321091,0.29587988,Li4MgWO6_SG12
3.00000000,9.00000000,2.00000000,4.00000000,0.74496771,12.83238900,5530.09880217,5298.19703135,0.00356943,0.28840901,Li4MgWO6_SG12
3.00000000,9.00000000,3.00000000,4.00000000,0.68766473,13.90678400,9440.73246282,9242.15279957,0.00622649,0.42936051,Li4MgWO6_SG12
3.00000000,9.00000000,4.00000000,4.00000000,0.63052161,15.17423800,5282.19706262,5366.12522125,0.00361519,0.20988505,Li4MgWO6_SG12
3.00000000,11.00000000,-5.00000000,4.00000000,0.62134827,15.39961200,4084.92773464,4142.25838502,0.00279066,0.15554295,Li4MgWO6_SG12
3.00000000,11.00000000,-4.00000000,4.00000000,0.66110980,14.46830900,3408.65473747,3398.19987963,0.00228939,0.14448580,Li4MgWO6_SG12
3.00000000,11.00000000,-3.00000000,4.00000000,0.69443686,13.77050500,2979.58269032,3143.12926325,0.00211754,0.14758546,Li4MgWO6_SG12
3.00000000,11.00000000,-2.00000000,4.00000000,0.71663584,13.34197200,4438.76674707,4444.36622257,0.00299420,0.22256997,Li4MgWO6_SG12
3.00000000,11.00000000,-1.00000000,4.00000000,0.72385042,13.20839800,5363.33481341,5492.18063913,0.00370011,0.28113221,Li4MgWO6_SG12
3.00000000,11.00000000,0.00000000,4.00000000,0.71469023,13.37845900,4918.02976511,4856.59658319,0.00327192,0.24282460,Li4MgWO6_SG12
3.00000000,11.00000000,1.00000000,4.00000000,0.69090875,13.84116700,3166.13918227,3218.85001271,0.00216856,0.15068809,Li4MgWO6_SG12
3.00000000,11.00000000,2.00000000,4.00000000,0.65655605,14.56920100,3163.63491328,3117.98621522,0.00210061,0.13203351,Li4MgWO6_SG12
3.00000000,13.00000000,-2.00000000,4.00000000,0.62393934,15.33527600,3896.19012377,3959.11327461,0.00266728,0.15080806,Li4MgWO6_SG12
3.00000000,13.00000000,-1.00000000,4.00000000,0.62868344,15.21886700,2813.54139463,2854.16950713,0.00192287,0.11053202,Li4MgWO6_SG12
3.00000000,13.00000000,0.00000000,4.00000000,0.62265401,15.36712300,2857.93435331,2901.52354779,0.00195477,0.11038893,Li4MgWO6_SG12
4.00000000,0.00000000,-8.00000000,2.00000000,0.63084896,15.16631700,7957.45165719,8086.94554408,0.00272411,0.15449232,Li4MgWO6_SG12
4.00000000,0.00000000,-7.00000000,2.00000000,0.71102214,13.44779400,3473.26013528,3444.39026979,0.00116025,0.08329074,Li4MgWO6_SG12
4.00000000,0.00000000,-6.00000000,2.00000000,0.80814137,11.82553100,4399.13400213,4434.54440814,0.00149379,0.13806615,Li4MgWO6_SG12
4.00000000,0.00000000,-5.00000000,2.00000000,0.92364113,10.34244900,9302.68736183,9888.49219505,0.00333097,0.40102240,Li4MgWO6_SG12
4.00000000,0.00000000,-4.00000000,2.00000000,1.05348580,9.06486320,19085.25384217,19339.53036089,0.00651458,1.01864910,Li4MgWO6_SG12
4.00000000,0.00000000,-3.00000000,2.00000000,1.18035310,8.08882860,8857.95493112,9006.25939893,0.00303379,0.59599289,Li4MgWO6_SG12
4.00000000,0.00000000,-2.00000000,2.00000000,1.26762090,7.53113080,6799.88762901,7049.62567228,0.00237469,0.54048860,Li4MgWO6_SG12
4.00000000,0.00000000,-1.00000000,2.00000000,1.27539710,7.48514710,10868.56895230,11188.48390190,0.00376887,0.87516540,Li4MgWO6_SG12
4.00000000,0.00000000,0.00000000,2.00000000,1.19947050,7.95969790,22696.28274158,22811.67997033,0.00768418,1.59122580,Li4MgWO6_SG12
4.00000000,0.00000000,1.00000000,2.00000000,1.07632180,8.87214720,10296.10232864,10858.74454809,0.00365780,0.61367314,Li4MgWO6_SG12
4.00000000,0.00000000,2.00000000,2.00000000,0.94524128,10.10548700,6251.63991629,6261.83100932,0.00210932,0.27398741,Li4MgWO6_SG12
4.00000000,0.00000000,3.00000000,2.00000000,0.82673277,11.55868500,5357.65115045,5367.77663637,0.00180815,0.18009267,Li4MgWO6_SG12
4.00000000,0.00000000,4.00000000,2.00000000,0.72646887,13.16057900,9558.62654372,9605.18662065,0.00323554,0.24925729,Li4MgWO6_SG12
4.00000000,0.00000000,5.00000000,2.00000000,0.64356999,14.86482400,5952.64302344,6111.77951409,0.00205877,0.12466205,Li4MgWO6_SG12
4.00000000,2.00000000,-8.00000000,4.00000000,0.62444592,15.32276100,2764.66498660,2809.13260757,0.00189253,0.10523024,Li4MgWO6_SG12
4.00000000,2.00000000,-7.00000000,4.00000000,0.70189189,13.62354700,3671.44547666,3734.10797959,0.00251569,0.17612554,Li4MgWO6_SG12
4.00000000,2.00000000,-6.00000000,4.00000000,0.79481007,12.02460500,5147.97597148,5575.13206758,0.00375600,0.33614144,Li4MgWO6_SG12
4.00000000,2.00000000,-5.00000000,4.00000000,0.90388681,10.56911800,6655.49777123,6580.53925179,0.00443335,0.51183958,Li4MgWO6_SG12
4.00000000,2.00000000,-4.00000000,4.00000000,1.02445220,9.32232660,6268.89105554,6218.97625216,0.00418976,0.62057542,Li4MgWO6_SG12
4.00000000,2.00000000,-3.00000000,4.00000000,1.13993880,8.37610580,6545.39801989,6532.32629300,0.00440087,0.80796118,Li4MgWO6_SG12
4.00000000,2.00000000,-2.00000000,4.00000000,1.21794980,7.83873940,7888.77802913,7987.36421492,0.00538113,1.13277020,Li4MgWO6_SG12
4.00000000,2.00000000,-1.00000000,4.00000000,1.22484240,7.79455990,9185.17394565,8979.89729178,0.00604981,1.29731580,Li4MgWO6_SG12
4.00000000,2.00000000,0.00000000,4.00000000,1.15713070,8.25144190,7526.50851962,7981.65561217,0.00537729,1.03693250,Li4MgWO6_SG12
4.00000000,2.00000000,1.00000000,4.00000000,1.04541440,9.13499820,6480.39600841,6574.63727303,0.00442937,0.70120928,Li4MgWO6_SG12
4.00000000,2.00000000,2.00000000,4.00000000,0.92410024,10.33729700,5293.14033164,5630.73836276,0.00379346,0.47099074,Li4MgWO6_SG12
4.00000000,2.00000000,3.00000000,4.00000000,0.81247640,11.76221200,5238.87353026,5216.92775426,0.00351468,0.33811557,Li4MgWO6_SG12
4.00000000,2.00000000,4.00000000,4.00000000,0.71673874,13.34004800,4664.75914842,4674.68142978,0.00314936,0.23618304,Li4MgWO6_SG12
4.00000000,2.00000000,5.00000000,4.00000000,0.63677594,15.02433400,3684.77066124,3822.32518440,0.00257512,0.15267030,Li4MgWO6_SG12
4.00000000,4.00000000,-7.00000000,4.00000000,0.67647669,14.13794800,3886.59684543,3809.25063764,0.00256631,0.16726526,Li4MgWO6_SG12
4.00000000,4.00000000,-6.00000000,4.00000000,0.75845590,12.60324800,6448.40401227,6173.08493252,0.00415884,0.33987024,Li4MgWO6_SG12
4.00000000,4.00000000,-5.00000000,4.00000000,0.85145415,11.22199300,5714.85252727,6018.20520318,0.00405450,0.41682754,Li4MgWO6_SG12
4.00000000,4.00000000,-4.00000000,4.00000000,0.94992045,10.05558100,4811.55265463,4850.36543404,0.00326772,0.41792338,Li4MgWO6_SG12
4.00000000,4.00000000,-3.00000000,4.00000000,1.03978620,9.18455090,5637.93732184,5614.24924175,0.00378235,0.58048679,Li4MgWO6_SG12
4.00000000,4.00000000,-2.00000000,4.00000000,1.09796510,8.69691740,8581.66206885,8520.94151163,0.00574061,0.98633747,Li4MgWO6_SG12
4.00000000,4.00000000,-1.00000000,4.00000000,1.10300670,8.65708980,8890.87694130,8825.27428487,0.00594564,1.03706710,Li4MgWO6_SG12
4.00000000,4.00000000,0.00000000,4.00000000,1.05278360,9.07092180,6459.07774357,6543.02223210,0.00440807,0.70472797,Li4MgWO6_SG12
4.00000000,4.00000000,1.00000000,4.00000000,0.96656020,9.88203530,4994.95747509,5216.95982368,0.00351470,0.47593877,Li4MgWO6_SG12
4.00000000,4.00000000,2.00000000,4.00000000,0.86828601,11.00377500,5503.74532767,5668.00408068,0.00381857,0.41868753,Li4MgWO6_SG12
4.00000000,4.00000000,3.00000000,4.00000000,0.77376133,12.35296800,5691.78433066,5560.57990594,0.00374620,0.32693753,Li4MgWO6_SG12
4.00000000,4.00000000,4.00000000,4.00000000,0.68973832,13.86477000,4368.96826310,4380.57852131,0.00295122,0.20502102,Li4MgWO6_SG12
4.00000000,4.00000000,5.00000000,4.00000000,0.61761618,15.49323700,3078.42620085,3127.15354364,0.00210678,0.11754211,Li4MgWO6_SG12
4.00000000,6.00000000,-7.00000000,4.00000000,0.63963505,14.95679100,2882.15627461,2940.92316042,0.00198132,0.11582829,Li4MgWO6_SG12
4.00000000,6.00000000,-6.00000000,4.00000000,0.70757825,13.51355100,3648.52556923,3692.10303773,0.00248739,0.17760573,Li4MgWO6_SG12
4.00000000,6.00000000,-5.00000000,4.00000000,0.78126510,12.23386700,7991.19888870,7838.49190913,0.00528084,0.45919525,Li4MgWO6_SG12
4.00000000,6.00000000,-4.00000000,4.00000000,0.85523331,11.17224700,13027.07842158,13800.39677051,0.00929741,0.96892645,Li4MgWO6_SG12
4.00000000,6.00000000,-3.00000000,4.00000000,0.91905178,10.39423700,6464.64201915,6694.13636056,0.00450988,0.54369764,Li4MgWO6_SG12
4.00000000,6.00000000,-2.00000000,4.00000000,0.95849057,9.96544260,5424.66575592,5745.33058857,0.00387066,0.50927177,Li4MgWO6_SG12
4.00000000,6.00000000,-1.00000000,4.00000000,0.96183910,9.93066180,8013.65508937,8432.57405659,0.00568108,0.75611076,Li4MgWO6_SG12
4.00000000,6.00000000,0.00000000,4.00000000,0.92799019,10.29384800,14399.35929282,15585.01061920,0.01049971,1.30683310,Li4MgWO6_SG12
4.00000000,6.00000000,1.00000000,4.00000000,0.86731621,11.01611700,7681.32844545,7923.19969870,0.00533791,0.58260164,Li4MgWO6_SG12
4.00000000,6.00000000,2.00000000,4.00000000,0.79420707,12.03376900,4541.45571225,4863.68294281,0.00327669,0.30076315,Li4MgWO6_SG12
4.00000000,6.00000000,3.00000000,4.00000000,0.71995670,13.28015300,4450.60690517,4555.11674548,0.00306881,0.23198575,Li4MgWO6_SG12
4.00000000,6.00000000,4.00000000,4.00000000,0.65081078,14.69852300,8012.52501106,8084.31879687,0.00544645,0.33704695,Li4MgWO6_SG12
4.00000000,8.00000000,-6.00000000,4.00000000,0.65095784,14.69518400,3379.10047386,3417.24960990,0.00230222,0.13973460,Li4MgWO6_SG12
4.00000000,8.00000000,-5.00000000,4.00000000,0.70694690,13.52567600,4804.87810804,4834.83405609,0.00325726,0.23304105,Li4MgWO6_SG12
4.00000000,8.00000000,-4.00000000,4.00000000,0.76033777,12.57192800,5342.37968131,5241.48937229,0.00353122,0.29238200,Li4MgWO6_SG12
4.00000000,8.00000000,-3.00000000,4.00000000,0.80413248,11.88469800,4825.98978159,4850.78665351,0.00326800,0.30315438,Li4MgWO6_SG12
4.00000000,8.00000000,-2.00000000,4.00000000,0.83015207,11.51091500,4297.74003974,4418.82046218,0.00297699,0.29512138,Li4MgWO6_SG12
4.00000000,8.00000000,-1.00000000,4.00000000,0.83232474,11.48076600,5058.14238405,5202.20805628,0.00350476,0.35045105,Li4MgWO6_SG12
4.00000000,8.00000000,0.00000000,4.00000000,0.81009920,11.79685000,5802.52747164,5875.11626358,0.00395810,0.37623441,Li4MgWO6_SG12
4.00000000,8.00000000,1.00000000,4.00000000,0.76879064,12.43315100,5483.54944153,5374.37985247,0.00362075,0.31092369,Li4MgWO6_SG12
4.00000000,8.00000000,2.00000000,4.00000000,0.71649254,13.34465200,3792.44054765,3792.61837004,0.00255511,0.19106308,Li4MgWO6_SG12
4.00000000,8.00000000,3.00000000,4.00000000,0.66055725,14.48047700,3310.99644774,3276.46877276,0.00220738,0.14058849,Li4MgWO6_SG12
